Unique Well ID,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
100/01-02-081-18W6/00,OVINTIV CANADA ULC,273028,23990,69494,748,190,4735,7934,2018,2261,113,20,Plug and Perf,1.80,3990,SW,958.4
100/09-14-077-14W6/00,OVINTIV CANADA ULC,1929318,34489,356042,5286,976,4846,7937,2018,2488,96,26,Plug and Perf,1.80,4347,SW,418.1
103/12-33-080-17W6/00,OVINTIV CANADA ULC,1794066,119905,418916,4915,1148,4879,7939,2018,2488,89,28,Plug and Perf,3.00,7383,SW,1056.8
100/16-01-080-18W6/00,OVINTIV CANADA ULC,1428552,28395,266487,3903,728,3928,7939,2019,1016,78,13,Plug and Perf,2.00,2043,SW,697.5
100/04-27-080-20W6/00,SHELL CANADA LIMITED,1207638,0,201273,3300,550,4763,7942,2015,1887,27,70,Sliding Sleeve,1.30,2382,SW,218.4
103/08-07-082-19W6/00,CREW ENERGY INC.,593551,0,98925,1626,271,3123,7942,2017,1061,37,29,Ball and Seat ,1.10,1160,SW,218.3
102/15-19-079-14W6/00,ARC RESOURCES LTD.,1932906,4,322155,5296,883,4594,7944,2014,2361,148,16,Plug and Perf,0.80,1930,SW,428.4
102/01-03-080-18W6/00,SHELL CANADA LIMITED,2126359,8,354401,5826,971,5745,7946,2018,3022,55,55,Ball and Seat/Coil Tubing,0.90,2748,SW,271.5
102/01-23-080-18W6/00,TOURMALINE OIL CORP.,521209,4365,91233,1424,249,3842,7946,2015,1382,51,27,Ball and Seat ,1.50,2046,SW,425.9
107/11-09-080-20W6/00,SHELL CANADA LIMITED,498188,0,83031,1365,228,4880,7946,2014,2231,248,9,Plug and Perf,0.60,1364,SW,976.7
102/04-01-080-16W6/00,TOURMALINE OIL CORP.,1041465,25,173602,2846,474,3940,7949,2019,1359,41,33,Ball and Seat ,1.00,1285,SW,283.1
100/10-32-079-17W6/00,OVINTIV CANADA ULC,3039452,66053,572628,8327,1569,4550,7951,2016,1987,117,17,Plug and Perf,1.40,2816,SW,838.8
100/16-26-078-17W6/00,OVINTIV CANADA ULC,688375,27,114756,1886,314,4395,7951,2009,1571,175,9,Coil Tubing/Plug and Perf,0.40,661,WB,164.2
102/16-14-080-18W6/00,TOURMALINE OIL CORP.,488868,1863,83341,1336,228,4216,7951,2015,1456,46,32,Ball and Seat ,1.70,2430,SW,450.9
100/16-06-080-17W6/00,OVINTIV CANADA ULC,2918658,66381,552824,7996,1515,4326,7958,2018,1888,94,20,Plug and Perf,3.00,5668,SW,760.6
100/09-35-081-19W6/00,CREW ENERGY INC.,635781,1657,107620,1737,294,3393,7958,2012,1402,156,9,Plug and Perf,0.80,1122,SW,533.1
100/02-04-079-19W6/00,SHELL CANADA LIMITED,378294,106,63155,1036,173,4602,7958,2008,1877,235,8,Plug and Perf,0.40,746,CO2,122.1
100/02-04-079-19W6/02,SHELL CANADA LIMITED,94138,6,15695,258,43,4602,7958,2008,1,1,1,Plug and Perf,59.70,60,WB,211.6
102/09-04-078-15W6/00,OVINTIV CANADA ULC,2978026,38427,534764,8159,1465,5618,7961,2017,2815,134,21,Plug and Perf,1.30,3615,SW,1305.5
102/09-35-081-18W6/00,ARC RESOURCES LTD.,265316,47671,91890,727,252,4253,7961,2017,2075,87,24,Plug and Perf,1.50,3185,SW,771.1
102/01-19-080-17W6/00,OVINTIV CANADA ULC,430973,40293,112122,1181,307,4400,7963,2018,1943,102,19,Plug and Perf,1.60,3105,SW,735.3
100/05-28-077-14W6/00,OVINTIV CANADA ULC,2436168,98860,504888,6674,1383,4771,7966,2018,2380,95,25,Plug and Perf,1.70,4128,SW,419.5
102/01-11-080-19W6/00,SHELL CANADA LIMITED,3268305,0,544718,8954,1492,5748,7973,2017,3037,55,55,Ball and Seat/Coil Tubing,0.90,2756,SW,251.6
100/04-09-080-16W6/00,TOURMALINE OIL CORP.,1472844,0,245474,4035,673,5479,7973,2018,2453,53,46,Ball and Seat ,0.70,1812,SW,288.0
100/05-32-080-16W6/00,ARC RESOURCES LTD.,822952,1658,138817,2255,380,3126,7973,2010,1077,108,10,Plug and Perf,1.20,1250,BI Foam,157.6
100/13-10-077-15W6/00,OVINTIV CANADA ULC,2761024,14757,474928,7564,1301,5824,7975,2016,3153,126,25,Ball and Seat/Plug and Perf,1.30,4127,SW,998.0
100/12-03-078-14W6/00,OVINTIV CANADA ULC,2451332,148413,556968,6698,1522,5920,7975,2019,3388,92,37,Plug and Perf,2.90,9841,SW,764.1
100/03-19-080-18W6/00,SHELL CANADA LIMITED,940415,8,156744,2577,429,4263,7975,2009,1732,346,5,Plug and Perf,0.50,932,SW,956.5
100/08-06-078-17W6/00,MURPHY OIL COMPANY LTD.,1587677,0,264613,4338,723,4567,7978,2011,1570,112,14,Ball and Seat ,0.50,700,SW,86.5
102/15-31-080-17W6/00,OVINTIV CANADA ULC,1501696,25589,275872,4114,756,4456,7978,2018,2005,72,28,Plug and Perf,1.10,2133,SW,478.4
100/04-27-077-17W6/00,MURPHY OIL COMPANY LTD.,826162,0,137694,2257,376,4760,7980,2011,1887,135,14,Ball and Seat ,0.40,670,WB,77.1
100/01-04-082-20W6/00,CREW ENERGY INC.,769952,0,128325,2110,352,4134,7982,2016,1614,77,21,Ball and Seat ,0.80,1345,SW,446.1
102/11-31-080-17W6/00,OVINTIV CANADA ULC,605639,13052,113992,1659,312,4435,7985,2018,2113,66,32,Plug and Perf,1.70,3503,SW,596.4
102/16-05-080-17W6/00,OVINTIV CANADA ULC,1114633,32738,218510,3054,599,4756,7987,2018,2280,85,27,Plug and Perf,1.40,3235,SW,593.9
100/15-01-080-18W6/00,OVINTIV CANADA ULC,1972659,37370,366146,5390,1000,4168,7990,2019,1471,98,15,Plug and Perf,2.20,3202,SW,879.6
100/13-22-080-18W6/00,TOURMALINE OIL CORP.,402721,325,67446,1103,185,3818,7990,2017,1289,72,18,Plug and Perf,1.20,1479,SW,713.9
100/08-13-081-18W6/00,OVINTIV CANADA ULC,428017,17825,89161,1173,244,4095,7992,2018,1791,112,16,Plug and Perf,1.80,3208,SW,624.5
103/09-13-081-18W6/00,OVINTIV CANADA ULC,344523,31448,88869,944,244,4054,7992,2018,1768,93,19,Plug and Perf,1.10,2019,SW,386.9
102/11-17-081-20W6/00,SHELL CANADA LIMITED,2798888,0,466481,7668,1278,4630,7994,2017,2096,54,39,Ball and Seat/Coil Tubing,1.40,2909,SW,427.1
100/04-20-080-16W6/00,ARC RESOURCES LTD.,1760729,0,293455,4824,804,3557,7994,2015,1362,62,22,Ball and Seat ,1.60,2227,SW,413.0
100/13-32-078-18W6/00,TOURMALINE OIL CORP.,1074240,0,179040,2943,491,4093,7994,2010,1589,318,5,Plug and Perf,0.80,1200,SW,1024.8
100/11-11-078-18W6/00,MURPHY OIL COMPANY LTD.,889643,0,148274,2431,405,4738,7994,2010,1874,144,13,Ball and Seat ,0.40,663,CO2,138.5
100/13-32-078-18W6/02,TOURMALINE OIL CORP.,126917,2053,23206,348,64,4093,7994,2010,1589,1589,1,Plug and Perf,0.00,79,SW,537.3
102/05-15-080-19W6/00,SHELL CANADA LIMITED,3863219,4,643874,10555,1759,5612,7997,2019,3123,56,56,Ball and Seat/Coil Tubing,0.90,2800,SW,238.7
102/03-09-078-17W6/00,MURPHY OIL COMPANY LTD.,2557838,0,426306,6989,1165,5275,7997,2019,2405,100,24,Plug and Perf,1.50,3560,SW,736.7
102/15-01-080-18W6/00,OVINTIV CANADA ULC,2300842,42927,426401,6287,1165,4110,7997,2019,1398,70,20,Plug and Perf,2.30,3170,SW,694.4
100/09-32-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1549304,0,258217,4245,707,3402,7997,2013,1356,136,10,Plug and Perf,0.70,891,SW,746.2
100/10-04-080-14W6/00,ARC RESOURCES LTD.,1210279,0,201713,3307,551,4465,7997,2015,2287,82,28,Ball and Seat ,1.30,2859,SW,441.6
103/01-02-080-16W6/00,TOURMALINE OIL CORP.,1146155,0,191026,3132,522,3883,7997,2019,1311,656,2,Ball and Seat ,0.10,60,SW,342.7
105/10-10-080-17W6/00,OVINTIV CANADA ULC,661242,21700,131907,1812,361,5350,7997,2018,3001,83,36,Plug and Perf,0.90,2542,SW,333.9
100/16-11-082-20W6/02,CREW ENERGY INC.,546872,252,91397,1498,250,3898,7997,2018,1840,56,33,Ball and Seat,1.00,1828,SW,446.1
110/02-06-081-17W6/00,OVINTIV CANADA ULC,452165,93338,168699,1235,461,4813,7997,2019,2335,63,37,Plug and Perf,2.20,5027,SW,475.9
100/05-34-077-14W6/00,OVINTIV CANADA ULC,3064222,126715,637419,8372,1742,5902,7999,2019,3436,101,34,Plug and Perf,2.80,9485,SW,797.6
104/14-09-078-17W6/00,MURPHY OIL COMPANY LTD.,2742060,0,457010,7492,1249,6390,7999,2019,3534,101,35,Plug and Perf,1.50,5250,SW,687.0
104/16-04-080-17W6/00,OVINTIV CANADA ULC,1887470,47683,362261,5171,993,5013,7999,2018,2526,105,24,Plug and Perf,1.40,3563,SW,603.2
100/05-15-079-14W6/00,ARC RESOURCES LTD.,1711017,0,285169,4688,781,4090,8002,2014,1835,141,13,Plug and Perf,0.90,1568,SW,466.4
100/05-02-077-17W6/00,TOURMALINE OIL CORP.,1062678,0,177113,2911,485,4532,8002,2017,1276,49,26,Ball and Seat ,1.00,1220,SW,291.3
100/07-26-077-17W6/00,MURPHY OIL COMPANY LTD.,1177070,0,196178,3216,536,4495,8004,2011,1675,140,12,Ball and Seat ,0.40,612,SW,78.3
105/03-17-080-18W6/00,SHELL CANADA LIMITED,907311,0,151219,2479,413,4435,8004,2015,1842,92,20,Ball and Seat ,0.70,1190,SW,339.0
102/13-22-082-20W6/00,CREW ENERGY INC.,404950,188,67680,1106,185,3662,8004,2016,1585,76,21,Ball and Seat ,0.60,933,SW,497.9
100/03-29-081-17W6/02,CREW ENERGY INC.,245889,49069,90050,674,247,4023,8004,2014,2000,50,40,Ball and Seat ,1.80,3673,SW,512.4
100/14-08-081-17W6/00,OVINTIV CANADA ULC,1328336,151515,372904,3639,1022,4130,8006,2019,1848,84,22,Plug and Perf,2.60,4823,SW,889.7
100/11-04-079-15W6/00,ARC RESOURCES LTD.,932448,223,155631,2555,426,3691,8006,2014,1345,79,17,Plug and Perf,0.80,1024,SW,293.6
109/09-13-081-18W6/00,OVINTIV CANADA ULC,275451,17332,63240,755,173,4344,8006,2018,1959,109,18,Plug and Perf,1.80,3436,SW,862.7
102/08-14-080-18W6/00,TOURMALINE OIL CORP.,518557,5282,91708,1421,251,3832,8009,2016,1395,54,26,Ball and Seat ,0.80,1171,SW,263.2
103/15-01-080-18W6/00,OVINTIV CANADA ULC,1770564,27748,322842,4838,882,4024,8011,2019,1285,107,12,Plug and Perf,1.90,2478,SW,740.1
102/05-01-080-16W6/00,TOURMALINE OIL CORP.,972725,36,162157,2658,443,3896,8011,2019,1254,39,32,Ball and Seat ,1.00,1229,SW,273.1
102/16-01-080-18W6/00,OVINTIV CANADA ULC,2280646,37589,417697,6231,1141,3863,8014,2019,1210,110,11,Plug and Perf,2.00,2447,SW,700.3
103/01-05-080-17W6/00,OVINTIV CANADA ULC,1668798,16255,294388,4572,807,4581,8014,2018,2137,102,21,Plug and Perf,1.40,3034,SW,484.4
100/14-09-078-17W6/00,MURPHY OIL COMPANY LTD.,1345570,0,224262,3687,614,5259,8014,2014,2299,144,16,Ball and Seat ,0.80,1896,SW,765.9
104/08-14-080-18W6/00,TOURMALINE OIL CORP.,794622,4316,136753,2177,375,3968,8014,2016,1457,56,26,Ball and Seat ,0.80,1162,SW,249.2
103/15-05-080-17W6/00,OVINTIV CANADA ULC,559275,16969,110181,1532,302,4990,8014,2018,2541,134,19,Plug and Perf,0.70,1691,SW,398.9
102/14-34-084-25W6/00,PETRONAS ENERGY CANADA LTD.,1481990,0,246998,4049,675,5319,8016,2019,2907,116,25,Plug and Perf,1.70,5040,SW,1010.4
102/14-06-080-17W6/00,OVINTIV CANADA ULC,2849431,51663,526568,7785,1439,4769,8018,2019,2284,114,20,Plug and Perf,2.30,5325,SW,759.2
103/13-25-080-21W6/00,STRATHCONA RESOURCES LTD.,517515,0,86253,1418,236,4485,8018,2010,1501,214,7,Plug and Perf,0.80,1130,SW,746.2
100/01-23-080-18W6/00,TOURMALINE OIL CORP.,403731,1679,68968,1103,188,3755,8018,2015,1246,59,21,Ball and Seat ,0.90,1151,SW,390.4
103/01-27-079-18W6/00,SHELL CANADA LIMITED,3261578,8,543604,8936,1489,5893,8021,2017,3102,55,56,Ball and Seat/Coil Tubing,0.90,2815,SW,265.3
100/11-21-077-14W6/00,OVINTIV CANADA ULC,2083268,70093,417304,5708,1143,5685,8021,2018,3109,100,31,Plug and Perf,1.70,5416,SW,445.1
103/08-06-081-17W6/00,OVINTIV CANADA ULC,521273,91931,178809,1424,489,4718,8021,2019,2288,62,37,Plug and Perf,2.30,5147,SW,476.7
102/05-32-080-16W6/00,ARC RESOURCES LTD.,376257,0,62709,1031,172,3464,8021,2013,1316,94,14,Plug and Perf,0.60,840,SW,258.7
103/16-13-081-18W6/00,OVINTIV CANADA ULC,255177,22060,64590,699,177,4143,8021,2018,1792,90,20,Plug and Perf,1.20,2155,SW,533.8
100/14-25-080-21W6/00,STRATHCONA RESOURCES LTD.,96992,0,16165,266,44,4214,8021,2010,547,182,3,Plug and Perf,0.40,230,SW,424.1
102/08-03-080-18W6/00,SHELL CANADA LIMITED,2137890,38,356353,5857,976,5672,8023,2018,3014,55,55,Ball and Seat/Coil Tubing,0.90,2750,SW,242.8
103/05-20-080-17W6/00,OVINTIV CANADA ULC,637024,19517,125687,1745,344,3870,8023,2018,1504,107,14,Plug and Perf,1.70,2595,SW,622.2
103/13-22-080-18W6/00,TOURMALINE OIL CORP.,535271,915,90127,1467,247,3787,8023,2017,2308,122,19,Plug and Perf,0.70,1569,SW,618.9
100/13-27-078-17W6/02,OVINTIV CANADA ULC,522290,0,87048,1431,239,4096,8023,2009,1355,169,8,Coil Tubing Jet Cut,0.60,829,CO2,136.1
102/06-19-080-18W6/00,SHELL CANADA LIMITED,1294646,168,215942,3547,592,4430,8026,2009,1839,204,9,Plug and Perf,0.90,1691,SW,1063.8
100/15-33-081-19W6/00,CREW ENERGY INC.,1250722,51,208505,3427,571,4058,8026,2010,2061,343,6,Plug and Perf,0.90,1802,SW,1348.6
100/16-06-081-20W6/00,SHELL CANADA LIMITED,858775,40,143169,2346,391,3720,8026,2015,1190,48,25,Ball and Seat ,0.60,752,SW,278.7
105/15-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,137812,26642,49610,377,136,4361,8026,2019,2044,57,36,Plug and Perf,1.70,3395,SW,733.4
102/09-10-080-17W6/02,OVINTIV CANADA ULC,2444908,29200,436685,6680,1193,4766,8028,2015,2464,103,24,Plug and Perf,1.70,4096,SW,757.3
102/14-08-081-17W6/00,OVINTIV CANADA ULC,1626000,179573,450573,4455,1234,3908,8028,2019,1695,106,16,Plug and Perf,1.70,2948,SW,614.7
103/12-22-080-20W6/00,SHELL CANADA LIMITED,396213,0,66036,1086,181,4573,8028,2015,1629,91,18,Ball and Seat ,0.50,842,SW,413.8
100/04-34-077-15W6/00,OVINTIV CANADA ULC,2234655,14330,386773,6106,1057,5335,8030,2015,2803,187,15,Ball and Seat/Plug and Perf,0.80,2345,SW,658.1
100/04-28-077-14W6/00,OVINTIV CANADA ULC,2100537,69311,419401,5755,1149,4560,8030,2018,2194,95,23,Plug and Perf,1.70,3777,SW,418.4
103/16-11-080-17W6/00,OVINTIV CANADA ULC,1869318,145767,457320,5107,1250,5020,8030,2019,2512,64,39,Plug and Perf,2.60,6495,SW,665.4
100/07-10-080-17W6/00,OVINTIV CANADA ULC,681820,8723,122359,1868,335,5140,8030,2018,2578,172,15,Plug and Perf,0.50,1275,SW,342.7
102/04-03-082-19W6/00,CREW ENERGY INC.,444986,1479,75643,1219,207,3869,8030,2013,1489,115,13,Ball and Seat ,0.90,1289,SW,669.4
100/03-03-077-15W6/00,OVINTIV CANADA ULC,278357,220,46613,763,128,4470,8030,2009,1531,170,9,Plug and Perf,0.60,837,WB,205.7
102/09-26-080-16W6/00,TOURMALINE OIL CORP.,2434332,605,406327,6669,1113,3935,8033,2014,1666,69,24,Ball and Seat ,0.90,1412,SW,338.0
102/06-36-079-18W6/00,OVINTIV CANADA ULC,2192129,14695,380049,6006,1041,4399,8035,2017,1975,132,15,Plug and Perf,1.40,2786,SW,703.1
100/13-21-077-14W6/00,OVINTIV CANADA ULC,2009217,74146,409016,5505,1121,4395,8035,2018,1959,93,21,Plug and Perf,1.70,3321,SW,424.9
104/09-13-081-18W6/00,OVINTIV CANADA ULC,525020,47567,135070,1438,370,4175,8035,2018,1864,89,21,Plug and Perf,1.70,3209,SW,738.0
102/15-08-081-17W6/00,OVINTIV CANADA ULC,1196192,183870,383236,3277,1050,4007,8038,2019,1727,72,24,Plug and Perf,2.60,4519,SW,771.6
100/01-07-081-20W6/00,SHELL CANADA LIMITED,920102,0,153350,2514,419,3815,8038,2015,1158,50,23,Ball and Seat ,0.60,747,SW,317.8
102/12-03-082-19W6/00,CREW ENERGY INC.,658795,0,109799,1805,301,3292,8038,2014,1152,77,15,Ball and Seat ,0.80,915,SW,450.8
100/03-15-082-20W6/00,CREW ENERGY INC.,552145,798,92822,1513,254,3505,8038,2016,1467,52,28,Ball and Seat ,1.20,1771,SW,442.0
100/04-03-077-14W6/00,OVINTIV CANADA ULC,531765,858,89485,1453,245,4340,8038,2007,1842,230,8,Plug and Perf,0.40,819,WB,118.6
100/09-08-078-17W6/00,MURPHY OIL COMPANY LTD.,2900181,0,483364,7924,1321,6470,8040,2019,3499,100,35,Plug and Perf,1.50,5250,SW,731.4
102/12-33-080-17W6/00,OVINTIV CANADA ULC,2097172,61724,411253,5746,1127,4641,8040,2018,2332,90,26,Plug and Perf,2.90,6711,SW,822.9
105/13-17-081-18W6/00,CANADIAN NATURAL RESOURCES LIMITED,1457867,0,242978,3983,664,5420,8040,2019,3020,80,38,Plug and Perf,1.70,5232,SW,932.8
102/13-25-087-24W6/00,YOHO RESOURCES INC.,323585,120569,174500,887,478,3839,8040,2018,1704,43,40,Ball and Seat ,1.70,2859,SW,472.9
105/16-13-081-18W6/00,OVINTIV CANADA ULC,153036,11921,37427,419,103,4126,8040,2018,1744,92,19,Plug and Perf,1.50,2688,SW,718.8
102/13-03-082-19W6/00,CREW ENERGY INC.,1148673,0,191446,3147,525,3424,8042,2014,1223,77,16,Ball and Seat ,0.70,885,SW,404.7
100/01-08-078-17W6/00,MURPHY OIL COMPANY LTD.,2381158,0,396860,6506,1084,5925,8045,2019,3004,100,30,Plug and Perf,1.50,4481,SW,702.3
100/01-15-082-20W6/00,CREW ENERGY INC.,1307158,186,218046,3581,597,4411,8045,2016,2205,67,33,Ball and Seat ,1.00,2117,SW,386.8
100/04-17-082-20W6/00,CREW ENERGY INC.,1066100,87,177770,2921,487,4156,8045,2017,2091,58,36,Ball and Seat ,1.10,2200,SW,459.6
100/02-15-082-20W6/00,CREW ENERGY INC.,1288812,1223,216025,3531,592,3760,8047,2016,1758,68,26,Ball and Seat ,1.00,1690,SW,336.8
100/08-31-077-17W6/00,MURPHY OIL COMPANY LTD.,1026092,0,171015,2804,467,4365,8047,2011,1438,120,12,Ball and Seat ,0.40,607,SW,111.9
102/12-18-080-17W6/00,TOURMALINE OIL CORP.,783142,293,130817,2146,358,3791,8047,2012,1449,48,30,Ball and Seat/Plug and Perf,1.10,1638,SW,261.5
100/16-02-080-18W6/00,OVINTIV CANADA ULC,2511780,51889,470519,6863,1286,4414,8050,2019,1864,93,20,Plug and Perf,2.30,4335,SW,879.5
102/04-10-078-14W6/00,OVINTIV CANADA ULC,2379823,102678,499315,6502,1364,5485,8050,2020,3122,112,28,Plug and Perf,2.90,9094,SW,950.8
103/16-07-081-17W6/00,OVINTIV CANADA ULC,1435184,136828,376026,3932,1030,4677,8050,2019,2408,86,28,Plug and Perf,2.60,6171,SW,926.3
102/04-13-080-16W6/00,TOURMALINE OIL CORP.,1129253,42,188251,3094,516,3849,8052,2018,1229,35,35,Ball and Seat ,1.10,1380,SW,260.3
100/13-07-078-17W6/00,MURPHY OIL COMPANY LTD.,1140635,0,190106,3117,519,4197,8054,2011,1190,99,12,Ball and Seat ,0.50,605,SW,92.8
102/13-01-080-18W6/00,OVINTIV CANADA ULC,3063049,54034,564543,8369,1543,4457,8057,2019,1971,99,20,Plug and Perf,2.20,4396,SW,1015.6
102/16-02-080-18W6/00,OVINTIV CANADA ULC,2818403,57477,527211,7701,1441,4435,8057,2019,1971,99,20,Plug and Perf,2.30,4596,SW,982.3
100/13-01-080-18W6/00,OVINTIV CANADA ULC,2555147,44932,470790,6981,1286,4445,8057,2019,1826,96,19,Plug and Perf,2.20,3993,SW,881.8
100/15-23-080-17W6/00,OVINTIV CANADA ULC,1161478,45387,238967,3182,655,4250,8057,2017,2028,72,28,Plug and Perf,1.80,3570,SW,647.7
102/03-29-081-17W6/00,CREW ENERGY INC.,371563,41986,103913,1018,285,4086,8057,2014,1871,48,39,Ball and Seat ,1.60,2892,SW,651.3
100/06-07-084-24W6/00,PETRONAS ENERGY CANADA LTD.,322850,284,54092,885,148,4379,8057,2014,1996,166,12,Plug and Perf,1.10,2103,SW,1117.2
102/02-13-080-17W6/00,OVINTIV CANADA ULC,1612291,69605,338320,4405,924,4975,8059,2019,2626,58,45,Plug and Perf,2.60,6889,SW,708.5
100/10-09-077-14W6/00,OVINTIV CANADA ULC,1213242,34063,236270,3324,647,5013,8059,2016,2233,106,21,Ball and Seat/Plug and Perf,1.40,3059,SW,902.3
102/08-11-080-18W6/00,TOURMALINE OIL CORP.,695932,13128,129117,1907,354,3760,8059,2010,1416,283,5,Plug and Perf,0.90,1201,SW,1058.2
100/13-30-077-17W6/00,MURPHY OIL COMPANY LTD.,640859,0,106810,1751,292,4865,8059,2011,2041,128,16,Ball and Seat ,0.40,816,WB,82.2
100/04-34-077-14W6/00,OVINTIV CANADA ULC,3058956,121223,631049,8358,1724,5767,8062,2019,3412,98,35,Plug and Perf,2.90,9741,SW,811.9
100/14-18-077-16W6/00,MURPHY OIL COMPANY LTD.,480548,0,80091,1313,219,4429,8069,2010,1401,280,5,Plug and Perf,0.50,752,SW,195.6
100/13-08-080-15W6/00,TOURMALINE OIL CORP.,469109,0,78185,1282,214,4146,8069,2019,1334,43,31,Ball and Seat ,0.90,1221,SW,263.3
103/07-15-078-18W6/00,MURPHY OIL COMPANY LTD.,1066220,0,177703,2921,487,4309,8071,2015,1354,97,14,Ball and Seat ,1.00,1400,SW,606.0
100/01-29-080-16W6/00,ARC RESOURCES LTD.,846789,1985,143116,2320,392,3657,8074,2009,1402,156,9,Plug and Perf,0.80,1125,BI Foam,169.7
102/05-28-080-20W6/00,SHELL CANADA LIMITED,561309,0,93552,1538,256,4680,8074,2014,2195,274,8,Plug and Perf,0.60,1310,SW,1150.3
102/12-17-081-16W6/00,ARC RESOURCES LTD.,412949,51910,120735,1131,331,4678,8074,2018,2588,78,33,Plug and Perf,1.50,3930,SW,487.7
103/12-17-080-17W6/00,OVINTIV CANADA ULC,1544120,48996,306350,4231,839,3895,8076,2018,1516,95,16,Plug and Perf,1.70,2616,SW,599.1
102/07-15-078-18W6/00,MURPHY OIL COMPANY LTD.,1513940,0,252323,4148,691,4476,8076,2015,1421,102,14,Ball and Seat ,1.00,1400,SW,636.4
103/13-12-080-16W6/00,TOURMALINE OIL CORP.,1003254,67,167276,2749,458,3888,8078,2018,1368,36,38,Ball and Seat ,1.10,1521,SW,281.6
100/04-20-082-20W6/00,CREW ENERGY INC.,187584,1244,32508,514,89,3090,8078,2010,1101,367,3,Plug and Perf,0.80,881,SW,1577.2
103/09-04-078-15W6/00,OVINTIV CANADA ULC,3291072,29855,578367,9017,1585,5640,8086,2017,2990,136,22,Plug and Perf,1.30,3920,SW,1306.2
102/09-16-080-19W6/00,SHELL CANADA LIMITED,1556049,5,259347,4263,711,4830,8086,2016,2065,54,38,Ball and Seat ,0.60,1147,SW,240.0
103/13-20-080-15W6/00,TOURMALINE OIL CORP.,1150704,2987,194771,3153,534,3810,8088,2016,1497,58,26,Ball and Seat ,0.90,1396,SW,293.2
100/12-28-077-14W6/00,OVINTIV CANADA ULC,2481904,213129,626780,6800,1717,5224,8090,2017,2815,39,72,Plug and Perf,2.80,8008,SW,543.8
102/16-07-081-17W6/00,OVINTIV CANADA ULC,1319105,101212,321063,3614,880,4450,8090,2019,2236,102,22,Plug and Perf,1.80,3906,SW,618.4
100/08-16-080-16W6/00,ARC RESOURCES LTD.,830809,594,139062,2276,381,3470,8093,2010,1192,149,8,Plug and Perf,0.70,805,CO2,136.5
100/05-15-078-14W6/00,OVINTIV CANADA ULC,2404448,113671,514413,6570,1406,6420,8095,2020,3997,103,39,Plug and Perf,2.90,11468,SW,848.9
100/07-33-077-17W6/00,MURPHY OIL COMPANY LTD.,1238178,0,206363,3392,565,4364,8095,2014,1396,100,14,Ball and Seat ,1.00,1400,SW,526.8
103/08-14-080-18W6/00,TOURMALINE OIL CORP.,466464,2203,79947,1278,219,3952,8098,2016,1481,46,32,Ball and Seat ,1.00,1428,SW,282.9
100/12-35-081-20W6/00,CANADIAN NATURAL RESOURCES LIMITED,2635134,0,439189,7220,1203,5870,8102,2018,3466,56,62,Ball and Seat/Plug and Perf,1.40,4715,SW,802.1
102/08-02-080-19W6/00,SHELL CANADA LIMITED,1374574,0,229096,3756,626,5601,8105,2016,2839,98,29,Ball and Seat ,0.60,1740,SW,349.5
100/02-29-080-18W6/00,SHELL CANADA LIMITED,637511,0,106252,1747,291,4725,8105,2012,563,282,2,Plug and Perf,0.40,248,SW,864.1
100/04-03-078-14W6/00,OVINTIV CANADA ULC,2341030,145428,535600,6396,1463,5490,8107,2019,3180,94,34,Plug and Perf,2.60,8112,SW,811.2
106/13-04-080-17W6/00,OVINTIV CANADA ULC,1668470,61235,339314,4571,930,4822,8107,2018,2197,81,27,Plug and Perf,1.40,3111,SW,554.9
100/04-20-080-17W6/00,OVINTIV CANADA ULC,1137323,36628,226182,3116,620,4179,8110,2018,1833,97,19,Plug and Perf,1.70,3146,SW,577.7
100/09-27-079-18W6/00,SHELL CANADA LIMITED,1058331,1697,178085,2900,488,4715,8110,2009,2101,350,6,Plug and Perf,0.50,1031,SW,837.9
100/08-06-081-17W6/00,OVINTIV CANADA ULC,1523807,58677,312645,4163,854,4559,8114,2015,2210,96,23,Plug and Perf,3.20,7143,SW,1485.8
100/09-28-080-16W6/00,ARC RESOURCES LTD.,1504044,3399,254074,4121,696,3405,8114,2008,1187,148,8,Plug and Perf,0.80,1000,CO2,143.9
103/04-05-081-15W6/00,TOURMALINE OIL CORP.,580255,539,97249,1590,266,3696,8114,2017,1353,36,38,Ball and Seat ,1.10,1500,SW,250.4
100/02-31-077-17W6/00,MURPHY OIL COMPANY LTD.,724268,0,120711,1979,330,4487,8117,2011,1594,114,14,Ball and Seat ,0.40,700,WB,69.8
102/12-13-077-14W6/00,OVINTIV CANADA ULC,2101537,38439,388696,5758,1065,4942,8119,2018,2596,96,27,Plug and Perf,1.70,4295,SW,418.8
