Unique Well ID,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
102/16-11-080-16W6/00,TOURMALINE OIL CORP.,864669,135,144246,2369,395,4148,4380,2017,1587,43,37,Ball and Seat ,0.90,1412,SW,333.3
104/15-12-081-21W6/00,SHELL CANADA LIMITED,735121,0,122520,2014,336,4036,4380,2014,1650,92,18,Ball and Seat ,0.60,1026,SW,423.1
102/06-09-080-20W6/00,SHELL CANADA LIMITED,347002,0,57834,951,158,4916,4380,2014,2258,251,9,Plug and Perf,0.60,1302,SW,910.3
105/15-12-081-21W6/00,SHELL CANADA LIMITED,699213,0,116535,1916,319,4048,4387,2014,1613,90,18,Ball and Seat ,0.70,1068,SW,474.5
100/14-19-078-19W6/00,SHELL CANADA LIMITED,516378,0,86063,1411,235,4645,4394,2011,1800,225,8,Plug and Perf,0.60,1148,SW,720.7
102/08-21-080-18W6/00,SHELL CANADA LIMITED,1491977,0,248663,4088,681,4745,4397,2017,2089,54,39,Ball and Seat ,0.90,1924,SW,266.8
106/10-12-081-21W6/00,SHELL CANADA LIMITED,666476,0,111079,1826,304,4157,4404,2014,1649,92,18,Ball and Seat ,0.70,1068,SW,406.0
102/01-23-084-24W6/00,ARC RESOURCES LTD.,391085,56586,121767,1278,398,4246,4418,2020,2196,69,32,Plug and Perf,2.00,4375,SW,529.9
100/05-02-082-20W6/00,CANADIAN NATURAL RESOURCES LIMITED,419828,0,69971,1150,192,4025,4426,2013,1996,200,10,Plug and Perf,0.30,666,SW,1166.5
102/04-30-080-18W6/00,SHELL CANADA LIMITED,505363,0,84227,1385,231,4368,4428,2012,1594,76,21,Ball and Seat,0.30,505,SW,413.3
102/01-15-079-18W6/00,SHELL CANADA LIMITED,775492,0,129249,2119,353,4717,4445,2011,2208,221,10,Plug and Perf,0.60,1395,SW,676.5
100/13-29-077-15W6/00,OVINTIV CANADA ULC,633429,476,106048,1735,291,4290,4445,2009,1870,208,9,Ball and Seat ,0.50,918,WB,161.6
102/01-04-082-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,827034,0,137839,2266,378,3320,4452,2010,1048,150,7,Plug and Perf,0.60,658,WB,708.7
102/04-29-080-18W6/00,SHELL CANADA LIMITED,725942,0,120990,1983,331,4270,4452,2012,1769,111,16,Ball and Seat/Plug and Perf,0.60,1072,SW,387.5
100/16-31-080-15W6/00,TOURMALINE OIL CORP.,641653,324,107266,1758,294,3112,4454,2012,863,51,17,Ball and Seat ,1.10,940,SW,290.6
100/05-30-080-15W6/00,TOURMALINE OIL CORP.,2145235,57,357596,5861,977,3650,4457,2015,1284,49,26,Ball and Seat ,1.00,1305,SW,299.4
102/12-20-080-15W6/00,TOURMALINE OIL CORP.,370589,5031,66796,1015,183,3930,4464,2016,1433,72,20,Plug and Perf,1.20,1661,SW,654.8
102/01-06-081-15W6/00,TOURMALINE OIL CORP.,630501,476,105559,1727,289,3076,4471,2012,930,66,14,Ball and Seat ,0.80,770,SW,211.5
100/15-14-084-24W6/00,ARC RESOURCES LTD.,262459,46414,90157,858,295,4425,4471,2020,2360,69,34,Plug and Perf,2.00,4629,SW,559.3
100/10-29-080-18W6/00,SHELL CANADA LIMITED,465285,870,78418,1275,215,4745,4486,2013,2375,198,12,Plug and Perf,0.60,1443,SW,668.0
103/12-22-080-18W6/00,TOURMALINE OIL CORP.,290364,159,48553,796,133,3766,4490,2017,1201,71,17,Plug and Perf,1.20,1414,SW,609.2
100/12-20-079-18W6/02,SHELL CANADA LIMITED,923394,0,153899,2530,422,4650,4495,2008,2101,350,6,Plug and Perf,0.50,1020,SW,722.0
102/04-09-080-20W6/00,SHELL CANADA LIMITED,347097,0,57850,951,159,5112,4495,2014,2101,233,9,Plug and Perf,0.60,1333,SW,903.3
102/06-23-078-19W6/00,SHELL CANADA LIMITED,283884,0,47314,778,130,4730,4514,2013,2072,230,9,Plug and Perf,0.60,1210,SW,859.3
100/13-16-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,169775,20047,48342,507,144,4943,4514,2020,2366,62,38,Plug and Perf,1.30,3090,SW,879.1
103/15-16-080-15W6/00,ARC RESOURCES LTD.,352610,0,58768,963,161,4050,4519,2019,1696,68,25,Plug and Perf,1.60,2684,SW,630.6
102/01-06-078-16W6/00,MURPHY OIL COMPANY LTD.,865449,0,144242,2371,395,5616,4526,2018,3021,201,15,Plug and Perf,1.20,3600,SW,1297.1
102/13-03-080-17W6/00,OVINTIV CANADA ULC,614987,18205,120703,1685,331,4030,4534,2014,1566,104,15,Ball and Seat ,1.20,1805,SW,496.3
100/12-28-079-17W6/00,OVINTIV CANADA ULC,954940,2033,161190,2616,442,4133,4536,2012,1739,217,8,Plug and Perf,0.70,1295,SW,697.6
100/16-16-080-15W6/00,ARC RESOURCES LTD.,229581,0,38263,627,105,3891,4536,2019,1437,68,21,Plug and Perf,1.60,2277,SW,645.1
102/09-22-079-15W6/00,ARC RESOURCES LTD.,1094423,0,182404,2990,498,4125,4541,2015,1824,59,31,Ball and Seat ,1.70,3148,SW,573.9
103/16-16-080-15W6/00,ARC RESOURCES LTD.,778219,0,129703,2126,354,3567,4543,2019,1385,126,11,Plug and Perf,1.30,1747,SW,744.6
104/16-17-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,428123,104577,175931,1278,525,4882,4548,2020,2397,61,39,Plug and Perf,1.50,3667,SW,753.1
100/03-09-080-20W6/00,SHELL CANADA LIMITED,484454,0,80742,1327,221,4968,4553,2014,2101,233,9,Plug and Perf,0.60,1302,SW,914.6
102/04-13-080-18W6/00,TOURMALINE OIL CORP.,250498,739,42489,684,116,4123,4553,2011,1495,214,7,Plug and Perf,0.70,975,SW,624.1
100/01-21-080-18W6/00,SHELL CANADA LIMITED,727207,0,121201,1992,332,4791,4558,2017,2154,72,30,Ball and Seat ,0.70,1404,SW,324.4
106/01-13-081-18W6/00,OVINTIV CANADA ULC,165548,23895,51487,454,141,3948,4565,2017,1679,93,18,Plug and Perf,1.70,2864,SW,719.1
100/16-25-080-16W6/00,TOURMALINE OIL CORP.,1693338,68,282291,4627,771,3914,4572,2015,1674,64,26,Ball and Seat ,0.90,1483,SW,320.6
100/13-22-080-16W6/00,TOURMALINE OIL CORP.,658244,485,110192,1803,302,3597,4572,2010,1495,249,6,Plug and Perf,0.60,875,SW,739.7
102/09-15-079-18W6/00,SHELL CANADA LIMITED,552039,0,92007,1508,251,4680,4572,2011,2051,205,10,Plug and Perf,0.60,1332,SW,717.5
102/15-12-081-21W6/00,SHELL CANADA LIMITED,635597,0,105933,1741,290,4500,4577,2013,2060,90,23,Ball and Seat/Plug and Perf,0.60,1310,SW,419.6
100/05-05-082-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1203022,0,200504,3296,549,3861,4584,2010,1467,210,7,Plug and Perf,0.70,989,SW,951.8
102/10-31-080-18W6/00,SHELL CANADA LIMITED,483553,0,80592,1321,220,4500,4591,2011,1509,216,7,Plug and Perf,0.60,963,SW,691.8
102/04-16-077-17W6/00,TOURMALINE OIL CORP.,1039342,0,173224,2848,475,4317,4606,2013,1435,57,25,Ball and Seat ,1.10,1622,SW,414.6
100/01-14-080-16W6/00,TOURMALINE OIL CORP.,265224,1275,45479,727,125,3417,4618,2011,1200,300,4,Plug and Perf,0.50,626,SW,707.4
100/13-08-080-18W6/00,SHELL CANADA LIMITED,262448,0,43741,719,120,4790,4620,2012,2502,228,11,Plug and Perf,0.40,963,WB,671.9
100/03-09-078-17W6/00,MURPHY OIL COMPANY LTD.,483776,0,80629,1325,221,4368,4622,2013,1402,175,8,Ball and Seat ,0.30,400,BI Foam,85.1
102/03-33-084-24W6/00,ARC RESOURCES LTD.,396930,136515,202670,1085,554,4316,4625,2019,2184,78,28,Plug and Perf,3.00,6620,SW,1134.9
103/09-19-080-15W6/00,TOURMALINE OIL CORP.,803673,84,134029,2196,366,3745,4627,2015,1358,52,26,Ball and Seat ,1.10,1455,SW,316.1
100/13-15-080-16W6/00,TOURMALINE OIL CORP.,361799,728,61028,991,167,3654,4630,2011,1368,228,6,Plug and Perf,0.60,835,SW,625.0
104/02-31-080-18W6/00,SHELL CANADA LIMITED,502531,0,83755,1373,229,4190,4632,2011,1768,197,9,Plug and Perf,0.60,1118,SW,644.3
100/01-11-080-15W6/00,ARC RESOURCES LTD.,604294,60,100776,1651,275,5454,4634,2020,2892,131,22,Plug and Perf,1.30,3867,SW,843.2
102/13-06-080-15W6/00,TOURMALINE OIL CORP.,856271,0,142712,2346,391,4078,4637,2013,1335,53,25,Ball and Seat ,1.00,1318,SW,477.6
106/12-02-080-15W6/00,ARC RESOURCES LTD.,606674,0,101112,1658,276,4765,4639,2019,2392,73,33,Plug and Perf,1.50,3604,SW,656.4
103/13-19-080-18W6/00,SHELL CANADA LIMITED,553338,0,92223,1516,253,4653,4644,2012,2067,207,10,Plug and Perf,0.60,1240,SW,751.9
102/15-32-080-18W6/00,SHELL CANADA LIMITED,597051,410,99919,1636,274,3970,4649,2010,1550,222,7,Plug and Perf,0.60,993,SW,807.9
100/04-11-080-15W6/00,ARC RESOURCES LTD.,240514,0,40086,657,110,3988,4668,2019,1576,69,23,Plug and Perf,1.60,2533,SW,711.0
100/12-10-080-17W6/00,OVINTIV CANADA ULC,1174859,40361,236171,3219,647,4938,4670,2014,2607,124,21,Ball and Seat/Plug and Perf,1.30,3395,SW,683.9
100/02-22-088-23W6/02,CONOCOPHILLIPS CANADA RESOURCES CORP.,199033,11623,44795,545,123,3952,4670,2013,1902,106,18,Ball and Seat ,0.50,862,LPG,226.0
100/08-21-080-18W6/00,SHELL CANADA LIMITED,1074096,0,179016,2943,491,4791,4673,2017,2119,57,37,Ball and Seat ,0.80,1782,SW,287.4
103/04-20-081-17W6/00,ARC RESOURCES LTD.,42459,14888,21964,116,60,3837,4673,2013,1651,79,21,Plug and Perf,1.00,1619,SW,303.6
103/07-31-080-18W6/00,SHELL CANADA LIMITED,289513,0,48252,791,132,4102,4678,2011,1676,279,6,Plug and Perf,0.40,744,SW,623.3
107/01-13-081-18W6/00,OVINTIV CANADA ULC,224132,30074,67430,614,185,4296,4678,2017,1969,82,24,Plug and Perf,1.80,3489,SW,709.4
100/05-10-080-17W6/00,OVINTIV CANADA ULC,835411,33928,173163,2289,474,4752,4680,2013,2307,136,17,Ball and Seat ,0.80,1785,SW,405.3
100/13-06-084-24W6/00,PETRONAS ENERGY CANADA LTD.,164058,0,27343,448,75,3760,4685,2014,1333,167,8,Plug and Perf,1.00,1382,SW,1093.2
102/08-09-080-17W6/00,OVINTIV CANADA ULC,807766,31339,165966,2213,455,5035,4687,2014,2607,186,14,Plug and Perf,1.70,4496,SW,1200.0
100/12-26-080-16W6/00,TOURMALINE OIL CORP.,909155,1223,152749,2484,417,3750,4690,2010,1437,131,11,Plug and Perf,1.00,1373,BI Foam,132.5
100/04-33-079-14W6/00,ARC RESOURCES LTD.,815084,13,135861,2233,372,3658,4699,2010,1531,153,10,Plug and Perf,0.70,1003,CO2,112.5
102/07-08-080-17W6/00,TOURMALINE OIL CORP.,1098890,386,183534,3011,503,3757,4709,2013,1423,47,30,Ball and Seat/Plug and Perf,1.20,1650,SW,278.8
104/14-02-080-15W6/00,ARC RESOURCES LTD.,976744,0,162791,2669,445,4512,4716,2019,2345,123,19,Plug and Perf,1.30,3000,SW,783.3
100/05-20-079-18W6/00,SHELL CANADA LIMITED,960908,0,160151,2633,439,4486,4726,2008,1901,380,5,Plug and Perf,0.50,939,SW,795.5
102/13-33-080-15W6/00,TOURMALINE OIL CORP.,928458,26,154769,2772,462,4070,4728,2020,1436,55,26,Ball and Seat ,1.00,1450,SW,329.3
104/13-19-080-18W6/00,SHELL CANADA LIMITED,725028,0,120838,1986,331,4387,4735,2012,1988,142,14,Ball and Seat/Plug and Perf,0.60,1183,SW,609.1
108/01-13-081-18W6/00,OVINTIV CANADA ULC,121987,15698,36029,334,99,4270,4735,2017,1849,60,31,Plug and Perf,1.70,3213,SW,651.9
100/08-10-079-18W6/00,SHELL CANADA LIMITED,944862,0,157477,2582,430,5050,4738,2011,2547,182,14,Ball and Seat/Plug and Perf,0.60,1551,SW,528.4
103/14-02-080-15W6/00,ARC RESOURCES LTD.,865396,0,144233,2365,394,4316,4740,2019,2168,121,18,Plug and Perf,1.30,2787,SW,774.6
100/08-09-080-17W6/00,OVINTIV CANADA ULC,787213,20567,151769,2157,416,4725,4740,2013,2424,152,16,Plug and Perf,0.80,1848,SW,501.6
100/09-21-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,618187,77,103108,1694,283,4070,4745,2010,1882,171,11,Plug and Perf,0.60,1101,SW,728.8
100/16-09-080-17W6/00,OVINTIV CANADA ULC,1032039,30325,202332,2828,554,5278,4752,2014,3034,145,21,Ball and Seat/Plug and Perf,1.10,3412,SW,681.9
100/04-26-080-16W6/00,TOURMALINE OIL CORP.,1696382,1172,283903,4635,776,3300,4766,2012,1086,78,14,Ball and Seat ,0.80,910,SW,298.0
103/12-11-081-17W6/00,ARC RESOURCES LTD.,486537,90883,171972,1329,470,4635,4769,2016,2497,51,49,Plug and Perf,1.90,4627,SW,500.3
100/13-30-080-15W6/00,TOURMALINE OIL CORP.,1868795,360,311826,5106,852,3692,4774,2015,1335,53,25,Ball and Seat ,1.10,1447,SW,337.2
102/16-35-078-15W6/00,ARC RESOURCES LTD.,1000899,0,166817,2742,457,4003,4781,2010,1702,155,11,Plug and Perf,0.70,1104,CO2,119.0
100/10-08-081-16W6/00,ARC RESOURCES LTD.,667027,0,111171,2426,404,4629,4783,2020,2296,96,24,Plug and Perf,1.90,4331,SW,890.3
100/13-23-082-20W6/00,CREW ENERGY INC.,652640,0,108773,1783,297,3817,4793,2015,1864,85,22,Ball and Seat ,0.60,1131,SW,400.1
104/02-30-079-14W6/00,ARC RESOURCES LTD.,1122794,0,187132,3068,511,4857,4800,2019,2467,123,20,Plug and Perf,1.40,3468,SW,663.4
102/01-18-080-15W6/00,TOURMALINE OIL CORP.,657291,28,109576,1801,300,3840,4812,2016,1345,52,26,Ball and Seat ,1.10,1431,SW,296.8
100/09-24-079-15W6/00,ARC RESOURCES LTD.,884968,0,147495,2425,404,4443,4814,2016,2189,78,28,Ball and Seat ,1.30,2798,SW,493.6
102/01-19-081-17W6/00,ARC RESOURCES LTD.,75849,8982,21624,207,59,3696,4817,2015,1535,53,29,Plug and Perf,1.80,2693,SW,700.9
100/09-19-080-15W6/00,TOURMALINE OIL CORP.,1001333,63,166952,2736,456,3633,4819,2015,1345,52,26,Ball and Seat ,1.10,1456,SW,310.8
102/02-05-079-15W6/00,ARC RESOURCES LTD.,295135,300,49489,809,136,4760,4819,2013,2135,142,15,Plug and Perf,0.50,965,SW,491.9
103/08-11-080-16W6/00,TOURMALINE OIL CORP.,898281,414,150128,2461,411,4068,4822,2017,1438,38,38,Ball and Seat ,1.00,1500,SW,274.4
103/06-09-080-20W6/00,SHELL CANADA LIMITED,580658,0,96776,1591,265,4868,4836,2014,1888,52,36,Ball and Seat,0.60,1101,SW,273.3
100/02-28-078-14W6/00,ARC RESOURCES LTD.,425658,938,71881,1166,197,4255,4836,2013,1955,109,18,Plug and Perf,0.60,1068,SW,330.8
102/09-10-079-18W6/00,SHELL CANADA LIMITED,917772,0,152962,2508,418,4720,4838,2011,2245,249,9,Plug and Perf,0.60,1372,SW,717.9
102/13-18-082-19W6/00,CREW ENERGY INC.,480361,0,80060,1313,219,3533,4841,2015,1591,66,24,Ball and Seat ,0.80,1210,SW,366.9
102/12-28-080-20W6/00,SHELL CANADA LIMITED,562270,0,93712,1541,257,4582,4843,2014,1989,284,7,Plug and Perf,0.60,1245,SW,1121.1
102/16-11-080-17W6/00,OVINTIV CANADA ULC,1275248,46214,258755,3484,707,5038,4853,2019,2781,111,25,Plug and Perf,2.30,6450,SW,742.0
102/09-03-079-17W6/00,OVINTIV CANADA ULC,871661,415,145692,2388,399,4135,4853,2013,1576,225,7,Plug and Perf,0.70,1120,SW,718.5
100/01-34-080-18W6/00,SHELL CANADA LIMITED,651174,943,109472,1784,300,3860,4870,2010,1500,214,7,Plug and Perf,0.60,967,SW,651.7
103/16-08-080-19W6/00,SHELL CANADA LIMITED,621785,0,103631,1704,284,4401,4874,2013,1778,198,9,Plug and Perf,0.60,1125,SW,748.9
100/04-06-079-16W6/00,OVINTIV CANADA ULC,906534,9087,160176,2484,439,5516,4879,2013,2976,229,13,Plug and Perf,0.70,2145,SW,747.9
100/16-14-080-18W6/00,TOURMALINE OIL CORP.,415760,3480,72773,1136,199,4140,4889,2015,1355,57,24,Ball and Seat ,1.00,1304,SW,372.2
103/16-18-081-17W6/00,ARC RESOURCES LTD.,112061,14708,33384,306,91,3724,4891,2015,1567,51,31,Plug and Perf,1.80,2777,SW,727.4
100/16-16-080-21W6/00,SHELL CANADA LIMITED,552512,4,92090,1510,252,4495,4894,2012,1600,178,9,Plug and Perf,0.60,1023,SW,625.7
102/13-16-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,337262,93186,149396,1007,446,5000,4898,2020,2398,61,39,Plug and Perf,1.60,3869,SW,776.2
102/16-23-080-20W6/00,SHELL CANADA LIMITED,670883,0,111814,1838,306,4405,4903,2014,1803,113,16,Ball and Seat,0.50,978,SW,600.0
102/13-32-080-15W6/00,TOURMALINE OIL CORP.,258143,71,43094,707,118,3724,4906,2017,1367,36,38,Ball and Seat ,1.10,1500,SW,254.0
100/03-09-079-17W6/00,OVINTIV CANADA ULC,2364401,2026,396093,6460,1082,4947,4908,2015,2196,116,19,Plug and Perf,2.60,5647,SW,1398.1
100/08-34-079-17W6/00,OVINTIV CANADA ULC,549719,223,91843,1506,252,3675,4910,2008,1273,159,8,Plug and Perf,0.60,817,BI Foam,131.5
100/12-28-080-20W6/00,SHELL CANADA LIMITED,451311,0,75219,1237,206,4735,4913,2014,2073,296,7,Plug and Perf,0.60,1228,SW,1207.0
103/13-11-081-17W6/00,ARC RESOURCES LTD.,324019,65851,119854,885,328,4688,4922,2016,2497,51,49,Plug and Perf,1.90,4633,SW,517.9
100/08-19-081-17W6/00,ARC RESOURCES LTD.,49557,5623,13883,135,38,3707,4922,2015,1540,55,28,Plug and Perf,1.70,2649,SW,684.9
100/05-28-079-17W6/00,OVINTIV CANADA ULC,1024252,3392,174101,2806,477,4195,4932,2012,1855,232,8,Plug and Perf,0.70,1365,SW,741.9
103/09-18-078-17W6/00,ARC RESOURCES LTD.,1042669,0,173778,2857,476,4510,4937,2014,1687,68,25,Ball and Seat ,1.20,2054,SW,564.7
100/05-18-079-18W6/00,SHELL CANADA LIMITED,1144686,0,190781,3136,523,6180,4939,2014,3690,205,18,Plug and Perf,0.60,2301,SW,775.0
104/01-13-081-18W6/00,OVINTIV CANADA ULC,605311,52617,153502,1658,421,4145,4946,2017,1875,94,20,Plug and Perf,1.80,3273,SW,752.3
100/01-10-081-18W6/00,CANADIAN NATURAL RESOURCES LIMITED,1601965,188,267182,4377,730,4275,4949,2015,1958,82,24,Ball and Seat ,0.90,1809,SW,475.7
100/16-23-080-20W6/00,SHELL CANADA LIMITED,364324,0,60721,998,166,4632,4968,2014,1885,105,18,Ball and Seat ,0.60,1069,SW,580.4
100/09-15-079-18W6/00,SHELL CANADA LIMITED,550926,0,91821,1505,251,4585,4973,2011,1854,232,8,Ball and Seat ,0.30,604,SW,519.7
100/06-08-081-16W6/00,ARC RESOURCES LTD.,786475,0,131079,2860,477,4861,4978,2020,2533,94,27,Plug and Perf,1.90,4780,SW,897.5
100/13-09-080-19W6/00,SHELL CANADA LIMITED,421784,0,70297,1156,193,4393,4978,2013,1785,198,9,Plug and Perf,0.60,1119,SW,762.8
102/12-26-080-18W6/00,SHELL CANADA LIMITED,537362,1030,90591,1472,248,4114,4980,2010,1800,225,8,Plug and Perf,0.60,1150,SW,762.5
102/05-13-080-18W6/00,TOURMALINE OIL CORP.,474251,2432,81473,1296,223,4217,4990,2011,1843,102,18,Ball and Seat ,0.70,1331,SW,375.4
100/16-07-079-18W6/00,SHELL CANADA LIMITED,895961,0,149327,2455,409,4752,4997,2014,2228,203,11,Plug and Perf,0.50,1123,SW,769.1
107/15-32-079-17W6/00,OVINTIV CANADA ULC,790197,8429,140128,2165,384,4688,4997,2018,2077,104,20,Plug and Perf,0.90,1780,SW,364.0
103/08-13-081-18W6/00,OVINTIV CANADA ULC,141245,10192,33733,387,92,4182,4999,2018,1684,112,15,Plug and Perf,1.80,2940,SW,578.8
100/10-09-080-20W6/00,SHELL CANADA LIMITED,281836,0,46973,772,129,5004,5004,2014,2179,242,9,Plug and Perf,0.60,1364,SW,1070.1
102/09-23-080-20W6/00,SHELL CANADA LIMITED,708349,0,118058,1941,323,4830,5006,2014,1923,101,19,Ball and Seat ,0.60,1159,SW,504.2
100/05-15-081-21W6/00,SHELL CANADA LIMITED,494780,3,82466,1356,226,4075,5016,2014,1362,91,15,Ball and Seat ,0.70,885,SW,444.0
100/16-33-081-20W6/00,CREW ENERGY INC.,736569,983,123744,2018,339,3818,5021,2014,1567,92,17,Ball and Seat ,0.50,824,SW,626.4
100/05-28-080-20W6/00,SHELL CANADA LIMITED,492407,0,82068,1349,225,4610,5026,2014,2099,262,8,Plug and Perf,0.60,1302,SW,1041.1
102/02-19-088-24W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,110630,11130,29568,302,81,3432,5026,2016,1096,73,15,Plug and Perf,1.70,1917,SW,972.3
100/14-06-079-16W6/00,OVINTIV CANADA ULC,550962,2364,94191,1510,258,5118,5028,2012,2682,244,11,Plug and Perf,0.70,1883,SW,774.1
103/04-15-081-18W6/00,OVINTIV CANADA ULC,431485,31539,103453,1182,283,4554,5028,2017,2192,100,22,Plug and Perf,1.70,3813,SW,871.8
100/12-15-080-16W6/00,TOURMALINE OIL CORP.,401892,705,67687,1101,185,3789,5030,2011,1447,241,6,Plug and Perf,0.60,835,SW,647.4
102/09-18-078-17W6/00,ARC RESOURCES LTD.,752333,0,125389,2061,344,4671,5035,2014,1821,140,13,Plug and Perf,1.10,2034,SW,1077.4
102/13-14-079-17W6/00,OVINTIV CANADA ULC,869927,1376,146364,2383,401,4372,5042,2012,1964,218,9,Plug and Perf,0.70,1437,SW,712.7
100/06-08-079-16W6/00,OVINTIV CANADA ULC,532619,2942,91712,1459,251,4770,5054,2012,2293,143,16,Ball and Seat ,0.70,1680,SW,600.1
105/07-17-081-18W6/00,CANADIAN NATURAL RESOURCES LIMITED,1186333,332,198054,3241,541,4040,5062,2015,1675,70,24,Ball and Seat ,1.10,1821,SW,493.9
103/15-17-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,253573,49325,91587,693,250,4921,5064,2019,2554,77,33,Plug and Perf,1.40,3479,SW,846.6
103/16-35-079-19W6/00,SHELL CANADA LIMITED,508637,0,84773,1394,232,3836,5069,2015,1191,60,20,Ball and Seat ,0.60,760,SW,324.2
103/02-30-079-14W6/00,ARC RESOURCES LTD.,1170406,0,195068,3198,533,5071,5071,2019,2688,128,21,Plug and Perf,1.30,3512,SW,658.0
100/05-20-081-17W6/00,ARC RESOURCES LTD.,36480,31316,37396,100,103,3968,5071,2013,1794,82,22,Plug and Perf,1.10,1921,SW,326.8
102/09-33-081-20W6/00,CREW ENERGY INC.,1040437,1205,174611,2851,478,3740,5076,2014,1570,92,17,Ball and Seat ,0.90,1425,SW,644.3
103/05-15-081-21W6/00,SHELL CANADA LIMITED,489108,0,81518,1340,223,4018,5076,2014,1656,92,18,Ball and Seat ,0.60,974,SW,680.2
100/02-19-088-24W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,144691,26707,50822,395,139,3574,5088,2016,1258,84,15,Plug and Perf,1.50,1904,SW,1205.0
106/07-17-081-18W6/00,CANADIAN NATURAL RESOURCES LIMITED,1053927,601,176256,2880,482,3935,5098,2015,1599,67,24,Ball and Seat ,1.10,1808,SW,476.2
102/04-20-080-18W6/02,SHELL CANADA LIMITED,417218,0,69536,1140,190,4563,5098,2012,1987,221,9,Plug and Perf,0.60,1210,SW,670.4
100/04-20-080-15W6/00,TOURMALINE OIL CORP.,1171822,189,195493,3211,536,3890,5107,2018,1336,48,28,Ball and Seat ,1.10,1504,SW,288.9
100/14-15-080-18W6/00,SHELL CANADA LIMITED,1559686,0,259948,4273,712,5514,5114,2017,2864,67,43,Ball and Seat ,0.70,2121,SW,275.4
100/12-04-080-17W6/00,OVINTIV CANADA ULC,239472,563,40475,656,111,4100,5124,2009,1487,165,9,Plug and Perf,0.60,920,BI Foam,126.2
106/16-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,73363,20885,33113,200,91,4370,5131,2019,2127,82,26,Plug and Perf,1.30,2721,SW,836.5
102/03-24-079-17W6/00,OVINTIV CANADA ULC,732161,9448,131475,2006,360,4135,5136,2012,1606,229,7,Plug and Perf,0.70,1190,SW,865.2
100/16-07-080-18W6/00,SHELL CANADA LIMITED,544238,0,90706,1491,249,4919,5136,2012,2304,210,11,Plug and Perf,0.60,1422,SW,660.6
100/05-26-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,104782,9570,27034,287,74,3898,5141,2013,1938,97,20,Ball and Seat ,0.60,1234,SW,81.2
102/01-18-078-17W6/00,ARC RESOURCES LTD.,1186778,0,197796,3251,542,4126,5146,2014,1500,136,11,Plug and Perf,1.40,2121,SW,718.4
102/09-03-081-20W6/00,SHELL CANADA LIMITED,858574,42,143137,2352,392,3988,5146,2013,1617,56,29,Ball and Seat ,0.60,928,SW,231.6
100/05-32-077-15W6/00,OVINTIV CANADA ULC,557968,416,93411,1529,256,4038,5146,2009,1599,200,8,Coil Tubing Jet Cut,0.50,816,WB,147.4
100/09-04-078-15W6/00,OVINTIV CANADA ULC,1465975,1203,245532,4016,673,5708,5150,2013,3257,233,14,Plug and Perf,0.80,2466,SW,730.1
103/08-06-079-14W6/00,ARC RESOURCES LTD.,1439754,20,239979,3945,658,4736,5153,2018,2557,160,16,Plug and Perf,1.30,3205,SW,716.6
102/04-29-080-17W6/00,OVINTIV CANADA ULC,261728,23900,67522,717,185,4861,5155,2017,2353,87,27,Plug and Perf,1.70,4001,SW,812.8
100/01-15-080-18W6/00,SHELL CANADA LIMITED,238141,0,39690,651,108,4511,5160,2012,2128,213,10,Plug and Perf,0.60,1335,SW,666.3
102/08-11-077-17W6/00,TOURMALINE OIL CORP.,1239110,0,206518,3395,566,4470,5162,2016,1468,46,32,Ball and Seat ,1.20,1748,SW,299.0
105/11-09-080-20W6/00,SHELL CANADA LIMITED,310568,0,51761,851,142,4838,5170,2014,2147,239,9,Plug and Perf,0.60,1240,SW,909.1
102/16-18-081-17W6/00,ARC RESOURCES LTD.,113604,21087,40021,310,109,3847,5172,2015,1665,51,33,Plug and Perf,1.80,2967,SW,754.5
100/01-02-081-16W6/00,ARC RESOURCES LTD.,712608,0,118768,2591,432,5568,5174,2020,3180,96,33,Plug and Perf,1.90,5979,SW,986.8
100/11-26-078-18W6/00,ARC RESOURCES LTD.,1355384,0,225897,3713,619,5053,5177,2017,2276,73,31,Plug and Perf,2.70,6150,SW,1004.5
