Unique Well ID,Region,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo Monthly WTR  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
100/05-35-080-16W6/00,south_graben,ARC RESOURCES LTD.,1274248,3582,215957,10850,3491,592,3695,7702,2012,1555,222,7,Plug and Perf,0.8,1210,SW,959.6
100/02-29-078-17W6/00,south_graben,ARC RESOURCES LTD.,1273323,0,212221,10366,3479,580,5081,5522,2019,2404,127,19,Plug and Perf,1.8,4419.5,SW,948
100/04-16-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1270064,1,211678,1144,3480,580,4313,6125,2013,1451,63,23,Ball and Seat ,0.9,1337.5,SW,443.5
103/12-08-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1269862,66,211710,8032,3470,578,3738,7222,2019,1335,49,27,Ball and Seat ,1.1,1435,SW,332.6
102/09-18-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1262100,0,210350,50193,3458,576,3977,7582,2016,1407,54,26,Ball and Seat ,1,1396.8,SW,313.4
102/14-23-078-18W6/00,south_graben,ARC RESOURCES LTD.,1261514,0,210252,15108,3456,576,5057,5734,2014,2267,162,14,Plug and Perf,1.3,3009.5,SW,1376.5
102/08-36-080-16W6/00,south_graben,ARC RESOURCES LTD.,1257915,5009,214662,10762,3446,588,3317,7284,2012,1179,131,9,Ball and Seat ,0.7,854.6,SW,569.9
103/04-17-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1256729,30,209485,27280,3434,572,4192,8213,2019,1308,48,27,Ball and Seat ,1.1,1450,SW,317.1
104/07-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1256556,454,209880,20673,3433,573,4110,7351,2015,1776,74,24,Ball and Seat ,1,1804.3,SW,535.1
100/16-35-079-15W6/00,south_graben,ARC RESOURCES LTD.,1256263,323,209700,1878,3442,575,4010,5916,2009,1747,194,9,Plug and Perf,0.5,803.5,CO2,133.7
100/01-19-079-14W6/00,south_graben,ARC RESOURCES LTD.,1253250,0,208875,3932,3434,572,4011,5964,2008,1884,236,8,Coil Tubing Jet Cut,0.5,920,WB,171.2
100/08-11-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1253211,0,208869,7214,3434,572,4605,5767,2016,1603,57,28,Ball and Seat ,1,1518.4,SW,301.2
100/04-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1252551,3,208761,49522,3422,570,3787,7303,2019,1360,54,25,Ball and Seat ,1,1340,SW,283.8
100/10-23-078-18W6/00,south_graben,ARC RESOURCES LTD.,1252375,0,208729,13899,3431,572,5015,5508,2014,2371,148,16,Plug and Perf,1.3,3131,SW,663.2
102/16-31-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1251474,0,208579,15223,3429,571,3952,7534,2013,1904,190,10,Plug and Perf,0.5,1009.6,SW,928.3
100/15-33-081-19W6/00,south_graben,CREW ENERGY INC.,1250722,51,208505,12948,3427,571,4058,8026,2010,2061,343,6,Plug and Perf,0.9,1802,SW,1348.6
100/10-15-079-14W6/00,south_graben,ARC RESOURCES LTD.,1250581,52,208482,25622,3417,570,4641,6626,2019,2250,118,19,Plug and Perf,1.4,3217.9,SW,805.7
100/01-28-080-18W6/00,south_graben,SHELL CANADA LIMITED,1249641,810,209083,6181,3424,573,4200,6686,2010,1805,226,8,Plug and Perf,0.6,1157.6,SW,670.2
100/09-11-080-18W6/00,south_graben,TOURMALINE OIL CORP.,1249168,20293,228488,27091,3422,626,3820,6614,2014,1420,55,26,Ball and Seat ,1.1,1490,SW,331.3
102/04-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,1248529,56755,264843,151856,3421,726,4430,7800,2017,1181,98,12,Plug and Perf,1.8,2100,SW,721.3
100/13-13-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1246940,253,208076,23908,3416,570,4053,6521,2010,1880,157,12,Plug and Perf,0.6,1200,SW,738.4
100/05-34-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1245347,0,207558,2756,3412,569,4447,8491,2012,1431,102,14,Ball and Seat ,0.5,708,SW,69.2
102/05-33-081-20W6/00,south_graben,CREW ENERGY INC.,1245262,921,208465,13693,3412,571,3685,6384,2017,1516,49,31,Ball and Seat ,1.7,2519,SW,448.4
102/16-06-081-20W6/00,south_graben,SHELL CANADA LIMITED,1244602,0,207434,15392,3401,567,3677,7879,2015,1169,47,25,Ball and Seat ,0.7,761.3,SW,317.1
100/12-06-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1243775,0,207296,16540,3408,568,3647,7219,2013,1321,51,26,Ball and Seat ,1.1,1430,SW,330
102/05-14-077-15W6/00,south_graben,OVINTIV CANADA ULC,1243708,1461,208746,13156,3407,572,4068,5959,2013,1505,215,7,Plug and Perf,1.4,2164,SW,1032.3
102/16-18-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1241600,0,206933,24562,3402,567,3710,7877,2016,1407,54,26,Ball and Seat ,1,1405.1,SW,315.6
100/14-08-080-19W6/00,south_graben,SHELL CANADA LIMITED,1240975,0,206829,7784,3400,567,4947,7277,2013,2229,203,11,Plug and Perf,0.6,1398.2,SW,758
102/08-11-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1239110,0,206518,58258,3395,566,4470,5162,2016,1468,46,32,Ball and Seat ,1.2,1747.9,SW,299
102/04-02-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1238824,0,206471,24331,3385,564,4269,8350,2019,1110,36,31,Ball and Seat ,1.2,1336,SW,260.1
100/07-33-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1238178,0,206363,6114,3392,565,4364,8095,2014,1396,100,14,Ball and Seat ,1,1400,SW,526.8
102/16-35-080-18W6/00,south_graben,OVINTIV CANADA ULC,1237648,36175,242450,132388,3382,662,4640,8242,2019,2421,115,21,Plug and Perf,1.7,4221,SW,609.3
103/04-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1237320,54707,260927,65484,3390,715,4812,6098,2017,2195,100,22,Plug and Perf,1.8,3842,SW,698.6
100/13-20-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1237299,653,206869,1983,3390,567,3848,6727,2016,1472,59,25,Ball and Seat ,0.9,1356.6,SW,288.8
100/06-27-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1236868,0,206145,8718,3389,565,4518,7766,2010,1580,113,14,Ball and Seat ,0.4,684.5,SW,444.9
103/05-01-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1235777,4,205967,30379,3376,563,3704,6883,2019,1345,54,25,Ball and Seat ,1,1340,SW,295.2
104/14-26-078-18W6/00,south_graben,ARC RESOURCES LTD.,1235144,1,205858,25885,3384,564,5087,5633,2018,2278,142,16,Plug and Perf,1.9,4324.1,SW,1001.9
100/13-26-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1234728,24,205812,51954,3383,564,3614,7654,2017,1315,41,32,Ball and Seat ,1.3,1726.8,SW,293.3
100/02-18-080-16W6/00,south_graben,OVINTIV CANADA ULC,1234279,25177,230890,22905,3382,633,4411,6814,2017,1913,66,29,Plug and Perf,1.5,2942.8,SW,727.5
103/15-32-079-17W6/00,south_graben,OVINTIV CANADA ULC,1233319,13892,219445,70883,3379,601,4610,6883,2018,2197,105,21,Plug and Perf,0.8,1855,SW,356.7
102/12-31-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1232824,742,206213,21104,3368,563,3651,7063,2016,1329,51,26,Ball and Seat ,1.1,1410.1,SW,307.3
103/09-19-078-17W6/00,south_graben,ARC RESOURCES LTD.,1230010,0,205002,10048,3370,562,4503,5712,2016,1867,78,24,Ball and Seat ,1.9,3600.5,SW,533.5
100/03-34-078-15W6/00,south_graben,ARC RESOURCES LTD.,1229787,37,205002,7758,3369,562,4489,7421,2013,2241,132,17,Plug and Perf,0.5,1009,SW,349.6
102/16-31-077-16W6/00,south_graben,MURPHY OIL COMPANY LTD.,1228057,0,204676,54936,3365,561,5353,6072,2018,2809,100,28,Plug and Perf,1.5,4200,SW,640.3
102/04-09-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1227047,0,204508,0,3362,560,4746,6497,2014,1554,62,25,Ball and Seat ,1,1470,SW,461.9
100/07-31-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1226461,0,204410,19257,3360,560,4329,6929,2013,2260,174,13,Plug and Perf,0.5,1125.1,SW,897.8
103/13-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,1225235,1688,205894,12929,3357,564,3531,7440,2014,1397,70,20,Plug and Perf,0.9,1263,SW,396.4
100/01-11-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1224116,23,204043,30946,3354,559,4046,7152,2017,1443,52,28,Ball and Seat ,1,1505.1,SW,340.4
102/01-19-078-17W6/00,south_graben,ARC RESOURCES LTD.,1218797,0,203133,10360,3339,557,4960,5856,2016,2393,77,31,Ball and Seat ,1.8,4192.9,SW,480
100/14-05-080-14W6/00,south_graben,ARC RESOURCES LTD.,1217028,13,202851,25335,3334,556,4360,5669,2018,2067,115,18,Plug and Perf,1.7,3590.5,SW,882.7
103/06-36-079-18W6/00,south_graben,OVINTIV CANADA ULC,1216760,16440,219233,40047,3334,601,4547,7104,2017,2041,102,20,Ball and Seat/Plug and Perf,1.4,2915,SW,593.5
100/05-33-081-19W6/00,south_graben,CREW ENERGY INC.,1215425,0,202571,9884,3321,554,3557,8441,2011,1351,150,9,Plug and Perf,0.8,1120,SW,405
102/07-29-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1215086,0,202514,25934,3329,555,4265,7320,2013,1988,166,12,Plug and Perf,0.6,1148.3,SW,739.8
100/09-31-077-16W6/00,south_graben,MURPHY OIL COMPANY LTD.,1214422,0,202404,48960,3327,555,5236,7351,2018,2582,199,13,Plug and Perf,1.5,3900,SW,1374.3
100/10-09-077-14W6/00,south_graben,OVINTIV CANADA ULC,1213242,34063,236270,21210,3324,647,5013,8059,2016,2233,106,21,Ball and Seat/Plug and Perf,1.4,3058.5,SW,902.3
103/04-16-079-17W6/00,south_graben,OVINTIV CANADA ULC,1212412,1462,203531,27707,3322,558,4451,6077,2013,1905,238,8,Plug and Perf,0.7,1400,SW,699.3
100/03-14-081-18W6/02,south_graben,OVINTIV CANADA ULC,1210279,54847,256561,49055,3307,701,4585,6125,2016,2294,96,24,Plug and Perf,3.5,8058.3,SW,1056.5
100/10-04-080-14W6/00,south_graben,ARC RESOURCES LTD.,1210279,0,201713,8955,3307,551,4465,7997,2015,2287,82,28,Ball and Seat ,1.3,2859,SW,441.6
100/04-27-080-20W6/00,south_graben,SHELL CANADA LIMITED,1207638,0,201273,27336,3300,550,4763,7942,2015,1887,27,70,Sliding Sleeve,1.3,2381.9,SW,218.4
100/09-15-079-17W6/00,south_graben,OVINTIV CANADA ULC,1206624,3436,204540,13175,3297,559,4550,6346,2011,2209,138,16,Coil Tubing Jet Cut,0.7,1625,WB,270.6
103/03-03-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1206480,0,201080,5363,3305,551,4605,8314,2014,1697,121,14,Ball and Seat ,0.8,1414.3,SW,142
103/08-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,1203439,32819,233392,77068,3297,639,4726,7387,2014,2289,164,14,Plug and Perf,1.1,2569.5,SW,867.4
102/05-30-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1203029,248,200753,9012,3287,549,3531,3907,2015,1291,50,26,Ball and Seat ,1.2,1509.4,SW,329.7
100/05-05-082-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1203022,0,200504,0,3296,549,3861,4584,2010,1467,210,7,Plug and Perf,0.7,989,SW,951.8
100/15-04-079-14W6/00,south_graben,ARC RESOURCES LTD.,1202757,1,200460,14600,3295,549,3820,5566,2009,1702,189,9,Plug and Perf,0.5,900,WB,204.5
100/08-18-078-17W6/00,south_graben,ARC RESOURCES LTD.,1202546,0,200424,14322,3295,549,5102,5974,2014,2381,159,15,Plug and Perf,1,2434.1,SW,1105.4
100/03-28-079-14W6/00,south_graben,ARC RESOURCES LTD.,1199078,9,199855,7882,3285,548,3534,7649,2017,1430,159,9,Plug and Perf,1.4,1945,SW,850.2
102/16-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,1199060,113914,313757,88422,3285,860,4685,6907,2017,2380,82,29,Plug and Perf,2.5,5998.9,SW,1135.3
100/02-13-079-15W6/00,south_graben,ARC RESOURCES LTD.,1197358,0,199560,7795,3280,547,4316,5549,2014,2114,85,25,Ball and Seat ,0.8,1575,SW,326.9
103/13-22-080-20W6/00,south_graben,SHELL CANADA LIMITED,1197079,0,199513,27687,3271,545,4579,7802,2015,1790,28,64,Sliding Sleeve,1.8,3210.7,SW,243.3
102/15-08-081-17W6/00,south_graben,OVINTIV CANADA ULC,1196192,183870,383236,54923,3277,1050,4007,8038,2019,1727,72,24,Plug and Perf,2.6,4519.1,SW,771.6
100/01-16-082-20W6/00,south_graben,CREW ENERGY INC.,1195571,296,199558,29078,3276,547,3622,8182,2016,1714,78,22,Ball and Seat ,0.8,1430,SW,377.8
100/03-16-080-19W6/00,south_graben,SHELL CANADA LIMITED,1192986,0,198831,24311,3269,545,4494,7438,2016,1718,55,31,Ball and Seat ,0.6,989.6,SW,254.5
106/16-06-081-16W6/00,south_graben,ARC RESOURCES LTD.,1191969,439,199100,57148,3257,544,4343,7111,2019,2024,96,21,Plug and Perf,2,3936.5,SW,957.9
100/09-03-079-17W6/00,south_graben,OVINTIV CANADA ULC,1190132,413,198769,9177,3261,545,4428,8542,2010,1951,244,8,Plug and Perf,0.7,1439,SW,829.8
100/08-28-080-18W6/00,south_graben,SHELL CANADA LIMITED,1189885,565,198879,5132,3260,545,4162,6826,2010,1800,225,8,Plug and Perf,0.6,1102.8,SW,648.7
102/09-19-078-17W6/00,south_graben,ARC RESOURCES LTD.,1188257,0,198043,10221,3256,543,4415,6089,2016,1883,82,23,Ball and Seat ,1.8,3450.1,SW,524.9
100/13-16-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1187788,0,197965,7961,3254,542,4577,3655,2013,1409,54,26,Ball and Seat ,1.1,1560,SW,514.2
102/01-18-078-17W6/00,south_graben,ARC RESOURCES LTD.,1186778,0,197796,13078,3251,542,4126,5146,2014,1500,136,11,Plug and Perf,1.4,2121,SW,718.4
102/12-17-079-18W6/00,south_graben,SHELL CANADA LIMITED,1186566,188,197949,10288,3251,542,4523,4303,2011,1940,243,8,Plug and Perf,0.6,1211.4,SW,703.2
105/07-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1186333,332,198054,24765,3241,541,4040,5062,2015,1675,70,24,Ball and Seat ,1.1,1821.2,SW,493.9
102/05-17-081-20W6/00,south_graben,SHELL CANADA LIMITED,1185796,0,197633,33273,3240,540,5095,6278,2015,2578,96,27,Limited Entry Ball and Seat,0.6,1607.4,SW,458.5
102/10-23-078-18W6/00,south_graben,ARC RESOURCES LTD.,1185655,0,197609,13604,3248,541,5028,5477,2014,2144,153,14,Plug and Perf,1.2,2533,SW,1013.7
100/16-36-079-18W6/00,south_graben,OVINTIV CANADA ULC,1185326,19398,216952,86551,3248,594,4613,6408,2017,2095,34,61,Plug and Perf,1.4,2914,SW,389.5
102/16-05-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1184694,0,197449,2527,3246,541,4077,7788,2012,1101,79,14,Ball and Seat ,0.7,714,SW,69.4
103/16-19-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1181336,6,196895,529,3228,538,3670,6605,2015,1251,48,26,Ball and Seat ,1.2,1454.2,SW,284.8
102/01-07-081-20W6/00,south_graben,SHELL CANADA LIMITED,1179471,0,196579,21418,3223,537,3810,7812,2015,1160,46,25,Ball and Seat ,0.7,777.7,SW,298.9
102/08-11-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1177638,4,196277,43657,3226,538,3853,7483,2017,1535,55,28,Ball and Seat ,1,1505.5,SW,312.5
100/07-26-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1177070,0,196178,4135,3216,536,4495,8004,2011,1675,140,12,Ball and Seat ,0.4,612,SW,78.3
100/08-13-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1176282,999,197046,25295,3223,540,3290,7778,2013,1228,44,28,Ball and Seat/Plug and Perf,1.3,1540,SW,266.2
102/02-29-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1176236,0,196039,10910,3223,537,4336,7778,2014,2048,114,18,Ball and Seat ,0.6,1117,SW,713.9
100/04-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,1175597,105844,301777,113060,3221,827,4400,7613,2017,1888,61,31,Plug and Perf,2.9,5457,SW,982.6
100/02-28-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1174968,0,195828,2661,3210,535,4558,7234,2011,1633,126,13,Ball and Seat ,0.4,663,SW,119.3
100/12-10-080-17W6/00,south_graben,OVINTIV CANADA ULC,1174859,40361,236171,40109,3219,647,4938,4670,2014,2607,124,21,Ball and Seat/Plug and Perf,1.3,3395,SW,683.9
102/12-02-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1173248,0,195541,55968,3214,536,4587,7661,2017,1459,52,28,Ball and Seat ,1,1505,SW,308.4
100/03-26-078-18W6/00,south_graben,ARC RESOURCES LTD.,1172655,0,195443,13551,3204,534,4833,6586,2015,2081,95,22,Plug and Perf,1.2,2515,SW,665.4
100/04-20-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1171822,189,195493,19413,3211,536,3890,5107,2018,1336,48,28,Ball and Seat ,1.1,1503.8,SW,288.9
100/11-05-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1171815,0,195302,2709,3211,535,4244,7582,2012,1260,90,14,Ball and Seat ,0.6,703.6,SW,67.1
102/08-19-078-17W6/00,south_graben,ARC RESOURCES LTD.,1170706,0,195118,9977,3207,535,4490,5434,2016,1949,78,25,Ball and Seat ,1.9,3741.8,SW,516.2
103/02-30-079-14W6/00,south_graben,ARC RESOURCES LTD.,1170406,0,195068,15323,3198,533,5071,5071,2019,2688,128,21,Plug and Perf,1.3,3512.1,SW,658
100/09-11-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1170370,35,195096,87414,3207,535,3941,7543,2017,1525,57,27,Ball and Seat ,1,1505,SW,321.6
103/12-02-080-15W6/00,south_graben,ARC RESOURCES LTD.,1170063,0,195011,24555,3206,534,4447,6391,2018,2294,60,38,Plug and Perf,1.8,4004.8,SW,538.7
102/12-06-080-15W6/02,south_graben,TOURMALINE OIL CORP.,1169975,5,195001,26361,3205,534,3845,5635,2013,1600,64,25,Ball and Seat ,0.9,1417,SW,410.9
102/10-36-079-18W6/00,south_graben,OVINTIV CANADA ULC,1164459,17807,211883,36168,3190,581,4282,7793,2017,1701,131,13,Plug and Perf,1.3,2243.5,SW,943.7
105/04-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,1162898,44187,238003,106978,3186,652,5460,5717,2018,1421,158,9,Plug and Perf,1.8,2517,SW,869.2
100/15-23-080-17W6/00,south_graben,OVINTIV CANADA ULC,1161478,45387,238967,218158,3182,655,4250,8057,2017,2028,72,28,Plug and Perf,1.8,3570,SW,647.7
106/04-06-080-17W6/00,south_graben,OVINTIV CANADA ULC,1160567,10585,204013,37739,3180,559,4132,7790,2018,1717,101,17,Plug and Perf,1.5,2499.9,SW,506.1
102/03-23-078-17W6/00,south_graben,OVINTIV CANADA ULC,1158960,468,193628,14521,3167,529,5135,5815,2012,2378,216,11,Plug and Perf,0.7,1685,SW,871.1
102/08-16-080-19W6/00,south_graben,SHELL CANADA LIMITED,1158865,0,193144,33780,3175,529,4754,7603,2016,2104,57,37,Ball and Seat ,0.6,1157.9,SW,254.1
100/04-27-077-15W6/00,south_graben,OVINTIV CANADA ULC,1157191,655,193520,3911,3170,530,4389,6578,2010,1940,139,14,Coil Tubing Jet Cut,0.7,1337.7,WB,150.6
103/02-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,1156972,70873,263702,83512,3170,723,4935,6629,2018,2509,78,32,Plug and Perf,2.7,6773,SW,1013.6
102/13-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,1155690,1091,193706,24356,3166,531,3797,7354,2014,1549,78,20,Plug and Perf,0.8,1209,SW,404.2
103/16-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1154740,469,192926,19626,3164,529,3708,7015,2017,1356,48,28,Ball and Seat ,1.1,1489.2,SW,314.8
102/07-21-080-17W6/00,south_graben,OVINTIV CANADA ULC,1153190,62850,255048,118099,3151,697,5385,8227,2015,3116,101,31,Ball and Seat/Plug and Perf,1.6,5080,SW,733.3
100/12-33-081-19W6/00,south_graben,CREW ENERGY INC.,1153084,0,192181,7602,3159,527,3418,7884,2010,1176,196,6,Plug and Perf,0.6,720,SW,632.6
103/13-20-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1150704,2987,194771,15428,3153,534,3810,8088,2016,1497,58,26,Ball and Seat ,0.9,1396.3,SW,293.2
107/03-26-078-18W6/00,south_graben,ARC RESOURCES LTD.,1150156,1,191693,35127,3151,525,5693,5587,2018,2477,118,21,Plug and Perf,1.9,4709,SW,969.2
100/12-17-081-20W6/00,south_graben,SHELL CANADA LIMITED,1149291,0,191549,22295,3149,525,5052,7063,2016,2615,65,40,Ball and Seat ,0.8,1993,SW,301.6
100/14-28-080-20W6/00,south_graben,SHELL CANADA LIMITED,1149270,0,191545,7229,3149,525,4375,7651,2010,1838,306,6,Plug and Perf,0.6,1149.5,SW,870.6
105/04-06-080-17W6/00,south_graben,OVINTIV CANADA ULC,1148779,20327,211790,72561,3147,580,4285,6559,2017,1752,70,25,Plug and Perf,1.4,2458,SW,554.6
102/13-03-082-19W6/00,south_graben,CREW ENERGY INC.,1148673,0,191446,11044,3147,525,3424,8042,2014,1223,77,16,Ball and Seat ,0.7,885,SW,404.7
100/04-13-080-17W6/00,south_graben,OVINTIV CANADA ULC,1148624,116411,307848,157906,3138,841,4575,6857,2019,2144,67,32,Plug and Perf,2.6,5661,SW,584.1
102/13-17-079-18W6/00,south_graben,SHELL CANADA LIMITED,1146328,16,191071,7046,3141,524,4490,4097,2011,2000,222,9,Plug and Perf,0.6,1271.7,SW,653.8
100/16-34-080-16W6/00,south_graben,ARC RESOURCES LTD.,1146169,7600,198628,6615,3140,544,3304,8638,2008,1227,153,8,Plug and Perf,0.8,1001.1,BI Foam,138.1
103/01-02-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1146155,0,191026,22093,3132,522,3883,7997,2019,1311,656,2,Ball and Seat ,0.1,60,SW,342.7
100/05-18-079-18W6/00,south_graben,SHELL CANADA LIMITED,1144686,0,190781,26807,3136,523,6180,4939,2014,3690,205,18,Plug and Perf,0.6,2300.8,SW,775
100/09-34-079-17W6/00,south_graben,OVINTIV CANADA ULC,1144008,11710,202378,0,3134,555,3664,8750,2010,1231,246,5,Plug and Perf,1,1206.3,SW,1121.9
103/13-14-079-17W6/00,south_graben,OVINTIV CANADA ULC,1142133,2058,192413,20653,3129,527,4331,5362,2012,1926,214,9,Plug and Perf,0.7,1400,SW,676.1
103/12-17-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1141829,405,190710,12149,3128,523,3845,7289,2018,1321,47,28,Ball and Seat ,1.1,1505,SW,327.1
100/05-17-080-17W6/00,south_graben,OVINTIV CANADA ULC,1141087,64391,254572,68233,3126,698,3928,8208,2018,1348,84,16,Plug and Perf,2.9,3919,SW,929.5
100/13-07-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1140635,0,190106,2077,3117,519,4197,8054,2011,1190,99,12,Ball and Seat ,0.5,605.2,SW,92.8
102/11-27-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1140420,0,190070,4730,3116,519,4550,8134,2011,1530,109,14,Ball and Seat ,0.4,630.5,SW,77.8
103/07-29-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1140056,0,190009,5772,3123,521,4346,7164,2014,2102,111,19,Ball and Seat ,0.6,1196.1,SW,661.1
106/10-17-081-20W6/00,south_graben,SHELL CANADA LIMITED,1137531,0,189589,35089,3117,519,4416,7387,2016,2057,56,37,Ball and Seat ,0.9,1811,SW,287.7
100/04-20-080-17W6/00,south_graben,OVINTIV CANADA ULC,1137323,36628,226182,131390,3116,620,4179,8110,2018,1833,97,19,Plug and Perf,1.7,3146,SW,577.7
106/15-32-079-17W6/00,south_graben,OVINTIV CANADA ULC,1134402,19308,208375,53792,3108,571,4767,6660,2018,2172,103,21,Plug and Perf,1.4,3109,SW,796.2
102/05-18-077-16W6/00,south_graben,MURPHY OIL COMPANY LTD.,1133820,0,188970,5571,3106,518,4618,8177,2012,1572,112,14,Ball and Seat ,0.5,714,SW,72.2
100/04-12-082-20W6/00,south_graben,CREW ENERGY INC.,1133587,0,188931,19175,3106,518,3631,7870,2017,1568,48,33,Ball and Seat ,1.2,1908,SW,321.1
100/04-06-082-19W6/00,south_graben,CREW ENERGY INC.,1132774,241,189037,19322,3104,518,3215,7001,2012,1095,110,10,Ball and Seat ,1,1101,SW,833.4
107/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1132457,32945,221688,66282,3103,607,4245,8316,2018,1813,82,22,Plug and Perf,1.4,2445,SW,443.7
100/03-23-078-17W6/00,south_graben,OVINTIV CANADA ULC,1131372,453,189015,14599,3091,516,5264,5460,2012,2733,228,12,Plug and Perf,0.7,1800,SW,846.4
102/04-13-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1129253,42,188251,54621,3094,516,3849,8052,2018,1229,35,35,Ball and Seat ,1.1,1380,SW,260.3
100/08-02-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1126873,25,187837,34198,3087,515,3978,7001,2019,1333,39,34,Ball and Seat ,1,1312,SW,260.9
103/13-08-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1125581,33,187630,29650,3075,513,3803,8148,2019,1353,50,27,Sliding Sleeve,1.1,1485.3,SW,291.8
100/09-16-080-19W6/00,south_graben,SHELL CANADA LIMITED,1125302,0,187550,22014,3083,514,5060,7639,2016,2154,57,38,Ball and Seat ,0.9,1883.7,SW,350.4
100/07-26-078-18W6/00,south_graben,ARC RESOURCES LTD.,1123886,76,187390,13407,3079,513,4830,5304,2014,1952,78,25,Ball and Seat ,1.1,2050,SW,437.4
100/01-27-079-14W6/00,south_graben,ARC RESOURCES LTD.,1122929,11,187166,3448,3077,513,3779,5712,2010,1677,168,10,Plug and Perf,0.6,968,CO2,123.6
104/02-30-079-14W6/00,south_graben,ARC RESOURCES LTD.,1122794,0,187132,10820,3068,511,4857,4800,2019,2467,123,20,Plug and Perf,1.4,3467.9,SW,663.4
103/09-10-080-17W6/00,south_graben,OVINTIV CANADA ULC,1122321,60445,247498,100101,3067,676,5374,7735,2015,3062,118,26,Ball and Seat/Plug and Perf,1.5,4467.8,SW,895.4
100/01-11-080-18W6/00,south_graben,TOURMALINE OIL CORP.,1121859,13916,200893,38463,3074,550,3960,5765,2014,1239,48,26,Ball and Seat ,1.3,1545,SW,333.2
