Unique Well ID,Region,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo Monthly WTR  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
104/03-24-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,470300,0,78383,6205,1289,215,4206,3355,2014,1887,94,20,Ball and Seat ,0.7,1295.2,SW,449.4
100/13-08-080-15W6/00,south_graben,TOURMALINE OIL CORP.,469109,0,78185,13598,1282,214,4146,8069,2019,1334,43,31,Ball and Seat ,0.9,1220.6,SW,263.3
100/08-17-087-22W6/00,north_graben,CONOCOPHILLIPS CANADA RESOURCES CORP.,468929,37165,115320,93008,1285,316,4461,7121,2017,2374,52,46,Ball and Seat ,1.4,3205,SW,493.9
100/15-02-081-16W6/00,south_graben,ARC RESOURCES LTD.,468435,9994,88066,5300,1283,241,3050,8150,2008,1032,172,6,Plug and Perf,0.6,600,CO2,156.8
103/08-14-080-18W6/00,south_graben,TOURMALINE OIL CORP.,466464,2203,79947,23464,1278,219,3952,8098,2016,1481,46,32,Ball and Seat ,1,1427.7,SW,282.9
100/10-29-080-18W6/00,south_graben,SHELL CANADA LIMITED,465285,870,78418,16340,1275,215,4745,4486,2013,2375,198,12,Plug and Perf,0.6,1442.7,SW,668
100/12-08-080-15W6/00,south_graben,TOURMALINE OIL CORP.,464014,0,77336,13304,1268,211,3878,7210,2019,1334,39,34,Sliding Sleeve,1,1369,SW,251.7
100/06-08-079-19W6/00,south_graben,SHELL CANADA LIMITED,462364,205,77265,4324,1267,212,4454,5232,2009,1911,478,4,Plug and Perf,0.4,838,SW,889.2
102/08-15-080-18W6/00,south_graben,SHELL CANADA LIMITED,461902,0,76984,1954,1262,210,4360,6031,2012,1909,212,9,Plug and Perf,0.9,1767.5,SW,893.7
102/02-31-080-18W6/00,south_graben,SHELL CANADA LIMITED,461842,126,77100,2494,1265,211,4202,2818,2010,1841,230,8,Plug and Perf,0.6,1146.4,SW,665.8
100/10-28-078-14W6/00,south_graben,ARC RESOURCES LTD.,461323,244,77131,3677,1264,211,4128,5882,2019,1765,161,11,Plug and Perf,1.1,1975,SW,614.3
100/16-23-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,460549,76018,152776,182978,1262,419,5099,6799,2018,2817,54,52,Plug and Perf,1.9,5200,SW,544.3
103/13-17-079-18W6/00,south_graben,SHELL CANADA LIMITED,460164,152,76846,12487,1261,211,4568,4140,2013,2143,165,13,Plug and Perf,0.6,1167.9,SW,684.9
102/16-08-080-19W6/00,south_graben,SHELL CANADA LIMITED,460041,0,76673,5856,1260,210,4508,7147,2013,1502,167,9,Plug and Perf,0.5,799.8,SW,760
100/15-16-077-15W6/00,south_graben,OVINTIV CANADA ULC,460012,427,77096,3115,1260,211,4282,4282,2009,1640,164,10,Coil Tubing Jet Cut,0.6,950.8,WB,183.2
105/13-13-080-18W6/00,south_graben,TOURMALINE OIL CORP.,458543,5,76429,29363,1499,250,3816,6362,2020,1412,54,26,Ball and Seat ,0.7,1020,SW,211.7
100/14-33-080-17W6/00,south_graben,OVINTIV CANADA ULC,458324,74338,150725,47676,1256,413,5020,6365,2018,1684,120,14,Plug and Perf,1.1,1900,SW,914.2
103/05-17-081-16W6/00,south_graben,ARC RESOURCES LTD.,457406,49107,125341,82125,1253,343,4675,7450,2018,2583,78,33,Plug and Perf,1.6,4032.3,SW,527.3
105/05-13-081-17W6/00,south_graben,ARC RESOURCES LTD.,456997,51731,127897,47444,1252,350,3828,7073,2019,1747,92,19,Plug and Perf,1.9,3332.5,SW,770.4
102/13-26-080-16W6/00,south_graben,TOURMALINE OIL CORP.,455824,0,75971,18463,1245,208,3742,7728,2019,1280,56,23,Ball and Seat ,1,1234.3,SW,274.5
100/01-34-084-25W6/00,north_graben,PETRONAS ENERGY CANADA LTD.,455750,789,76747,22522,1245,210,3986,8304,2015,1486,186,8,Plug and Perf,1,1520.4,SW,1417
100/01-14-081-18W6/00,south_graben,OVINTIV CANADA ULC,455157,30352,106211,77793,1247,291,4365,6605,2017,1855,98,19,Plug and Perf,1.8,3308,SW,684.3
100/02-29-084-24W6/02,north_graben,ARC RESOURCES LTD.,453239,14387,89927,28141,1242,246,4855,5722,2014,2820,108,26,Plug and Perf,0.7,1941.7,SW,751.2
110/02-06-081-17W6/00,south_graben,OVINTIV CANADA ULC,452165,93338,168699,56216,1235,461,4813,7997,2019,2335,63,37,Plug and Perf,2.2,5026.5,SW,475.9
100/16-14-082-20W6/00,south_graben,CREW ENERGY INC.,451749,12375,87666,11342,1238,240,3685,5282,2010,1342,224,6,Ball and Seat ,0.5,694.8,WB,648.9
100/12-28-080-20W6/00,south_graben,SHELL CANADA LIMITED,451311,0,75219,14314,1237,206,4735,4913,2014,2073,296,7,Plug and Perf,0.6,1228,SW,1207
100/12-31-078-18W6/00,south_graben,SHELL CANADA LIMITED,450710,0,75118,5875,1231,205,3978,7370,2011,1253,179,7,Plug and Perf,0.9,1125,SW,870
102/02-26-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,449580,0,74930,3527,1228,205,4247,7519,2010,1351,338,4,Plug and Perf,0.5,655.9,SW,191
100/06-35-078-20W6/00,south_graben,SHELL CANADA LIMITED,449146,0,74858,19170,1227,205,4622,3199,2011,1870,208,9,Plug and Perf,0.6,1178.6,SW,705.8
102/03-30-078-19W6/00,south_graben,SHELL CANADA LIMITED,448973,0,74829,15728,1227,205,4618,3713,2011,1608,134,12,Plug and Perf,0.9,1485.1,SW,694
103/04-29-080-17W6/00,south_graben,OVINTIV CANADA ULC,448563,37419,112180,66932,1229,307,4588,7649,2018,2161,86,25,Plug and Perf,1.7,3632,SW,811.5
102/13-23-082-20W6/00,south_graben,CREW ENERGY INC.,448486,244,74992,30766,1229,206,3760,5662,2017,1798,51,35,Ball and Seat ,1.3,2275,SW,355.7
105/09-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,447892,28596,103245,58878,1227,283,4095,7750,2018,1816,91,20,Plug and Perf,1.2,2159,SW,387.1
100/06-29-080-17W6/00,south_graben,OVINTIV CANADA ULC,447730,47973,122595,131596,1227,336,4376,8174,2017,1992,95,21,Plug and Perf,1.7,3429.2,SW,719.3
100/09-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,447077,26927,101440,45479,1225,278,4204,8434,2018,1957,89,22,Plug and Perf,1.7,3340,SW,510.4
100/05-15-081-18W6/00,south_graben,OVINTIV CANADA ULC,445597,41095,115361,58785,1221,316,4505,6706,2017,2195,100,22,Plug and Perf,1.7,3812,SW,795.8
102/04-03-082-19W6/00,south_graben,CREW ENERGY INC.,444986,1479,75643,17895,1219,207,3869,8030,2013,1489,115,13,Ball and Seat ,0.9,1289,SW,669.4
100/11-20-082-19W6/00,south_graben,CREW ENERGY INC.,444831,159,74297,33022,1219,204,3858,8542,2017,1830,46,40,Ball and Seat ,1.7,3120,SW,340.8
100/03-33-084-24W6/00,north_graben,ARC RESOURCES LTD.,444608,102990,177091,105918,1215,484,4565,4270,2019,2136,76,28,Plug and Perf,3.1,6517.6,SW,801.4
102/04-20-082-20W6/00,south_graben,CREW ENERGY INC.,443485,417,74331,14209,1212,203,3592,6876,2015,1648,87,19,Ball and Seat ,0.5,808.1,SW,601.5
100/14-30-080-18W6/00,south_graben,SHELL CANADA LIMITED,442122,0,73687,4126,1208,201,4438,4022,2011,1916,213,9,Plug and Perf,0.6,1209.6,SW,691.5
105/01-23-080-18W6/00,south_graben,TOURMALINE OIL CORP.,441850,1840,75482,16862,1207,206,4044,7894,2015,1446,45,32,Ball and Seat ,1.3,1818.7,SW,308.9
100/12-19-078-19W6/00,south_graben,SHELL CANADA LIMITED,440091,0,73349,34989,1202,200,4815,4058,2011,2000,222,9,Plug and Perf,0.6,1273.2,SW,790.8
100/12-21-082-20W6/00,south_graben,CREW ENERGY INC.,439706,0,73284,9648,1205,201,3709,7375,2017,1500,56,27,Ball and Seat ,0.8,1260,SW,434.1
102/15-09-080-20W6/00,south_graben,SHELL CANADA LIMITED,439618,0,73270,20129,1204,201,5039,5450,2014,2150,269,8,Plug and Perf,0.6,1178,SW,964.2
100/08-27-081-17W6/00,south_graben,CREW ENERGY INC.,439495,56400,129649,114940,1204,355,3613,7723,2017,1541,40,39,Plug and Perf,2,3059.5,SW,648.6
100/11-23-078-19W6/00,south_graben,SHELL CANADA LIMITED,437746,0,72958,22217,1199,200,4621,6396,2013,1917,213,9,Plug and Perf,0.6,1210.2,SW,869.5
102/13-28-078-19W6/00,south_graben,SHELL CANADA LIMITED,435928,0,72655,12166,1194,199,4780,7474,2013,1841,184,10,Plug and Perf,0.5,924.4,WB,834.9
100/16-11-080-18W6/00,south_graben,TOURMALINE OIL CORP.,435606,13274,85875,5131,1190,235,3923,5983,2012,1359,91,15,Ball and Seat ,0.8,1125,SW,438.5
104/05-11-081-17W6/00,south_graben,ARC RESOURCES LTD.,435137,38412,110935,52744,1192,304,4651,6314,2017,2440,53,46,Plug and Perf,2.7,6640,SW,736.3
100/09-35-081-18W6/00,south_graben,ARC RESOURCES LTD.,434656,74752,147195,127058,1191,403,4213,7932,2017,2131,71,30,Plug and Perf,2,4286.4,SW,569.6
108/09-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,433512,46577,118829,45269,1188,326,4199,7721,2018,1888,90,21,Plug and Perf,1.2,2244.3,SW,532.5
102/16-11-080-18W6/00,south_graben,TOURMALINE OIL CORP.,433484,18715,90962,3950,1184,249,3812,6708,2012,1382,92,15,Ball and Seat ,0.8,1085,SW,478.1
102/09-20-082-19W6/00,south_graben,CREW ENERGY INC.,433209,197,72398,35520,1187,198,4105,7238,2017,2078,45,46,Ball and Seat ,1.7,3570.5,SW,365.3
100/05-20-082-19W6/00,south_graben,CREW ENERGY INC.,432100,132,72148,23480,1184,198,3533,8441,2017,1558,39,40,Ball and Seat ,2,3120,SW,362.6
103/04-15-081-18W6/00,south_graben,OVINTIV CANADA ULC,431485,31539,103453,33304,1182,283,4554,5028,2017,2192,100,22,Plug and Perf,1.7,3813,SW,871.8
102/01-19-080-17W6/00,south_graben,OVINTIV CANADA ULC,430973,40293,112122,66330,1181,307,4400,7963,2018,1943,102,19,Plug and Perf,1.6,3104.6,SW,735.3
100/04-14-081-17W6/00,south_graben,ARC RESOURCES LTD.,429924,103179,174833,118048,1175,478,4803,6247,2016,2601,51,51,Plug and Perf,1.9,4828.7,SW,553.9
100/14-22-080-18W6/00,south_graben,TOURMALINE OIL CORP.,429264,480,72024,26353,1176,197,3683,7870,2017,968,32,30,Ball and Seat ,1.7,1611,SW,471.1
106/04-15-081-18W6/00,south_graben,OVINTIV CANADA ULC,429218,30769,102305,43446,1176,280,4552,6408,2017,2174,99,22,Plug and Perf,1.7,3597.8,SW,855.5
104/16-17-088-23W6/00,north_graben,CONOCOPHILLIPS CANADA RESOURCES CORP.,428123,104577,175931,57060,1278,525,4882,4548,2020,2397,61,39,Plug and Perf,1.5,3667.3,SW,753.1
100/08-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,428017,17825,89161,39691,1173,244,4095,7992,2018,1791,112,16,Plug and Perf,1.8,3208,SW,624.5
104/01-35-079-19W6/00,south_graben,SHELL CANADA LIMITED,427851,0,71309,32567,1172,195,4224,6005,2015,1201,92,13,Ball and Seat ,0.6,741.8,SW,846
105/13-11-081-17W6/00,south_graben,ARC RESOURCES LTD.,427484,97989,169237,93116,1168,462,4643,6235,2016,2469,51,48,Plug and Perf,1.9,4582,SW,541.6
100/13-32-080-15W6/00,south_graben,TOURMALINE OIL CORP.,427021,875,72046,9654,1170,197,3598,1092,2017,1289,48,27,Ball and Seat ,1.1,1426,SW,297.3
102/12-11-081-17W6/00,south_graben,ARC RESOURCES LTD.,426866,108719,179863,97588,1166,491,4659,5642,2016,2474,52,48,Plug and Perf,1.9,4608,SW,527.8
100/15-19-081-17W6/00,south_graben,ARC RESOURCES LTD.,426463,60886,131963,38197,1165,361,4587,7730,2019,2279,95,24,Plug and Perf,1.9,4313.3,SW,797.8
111/01-13-081-18W6/00,south_graben,OVINTIV CANADA ULC,426460,81651,152728,41558,1168,418,4483,7930,2018,1981,94,21,Plug and Perf,1.6,3177.9,SW,918.5
100/02-28-078-14W6/00,south_graben,ARC RESOURCES LTD.,425658,938,71881,2268,1166,197,4255,4836,2013,1955,109,18,Plug and Perf,0.6,1068,SW,330.8
100/12-18-080-20W6/00,south_graben,SHELL CANADA LIMITED,425069,0,70845,11020,1165,194,4257,3967,2011,1560,223,7,Plug and Perf,0.6,995.9,SW,754.7
100/03-07-077-16W6/00,south_graben,MURPHY OIL COMPANY LTD.,423758,0,70626,2394,1161,194,4702,8482,2012,1670,129,13,Ball and Seat ,0.4,644.5,SW,64.3
102/08-07-082-19W6/00,south_graben,CREW ENERGY INC.,422120,0,70353,9610,1157,193,2801,7702,2014,828,55,15,Ball and Seat ,1.1,913.3,SW,430.2
100/13-09-080-19W6/00,south_graben,SHELL CANADA LIMITED,421784,0,70297,67794,1156,193,4393,4978,2013,1785,198,9,Plug and Perf,0.6,1118.9,SW,762.8
100/14-24-084-24W6/02,north_graben,ARC RESOURCES LTD.,421293,45817,116032,83845,1154,318,4690,6276,2016,2524,55,46,Plug and Perf,1.7,4285.4,SW,699.4
100/16-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,421244,0,70207,14253,1154,192,4070,3900,2016,1507,58,26,Ball and Seat ,0.9,1369.5,SW,325.1
100/04-26-082-20W6/00,south_graben,CREW ENERGY INC.,420584,196,70293,16144,1152,193,3730,7234,2017,1775,57,31,Ball and Seat ,1.1,1977,SW,474.7
100/05-02-082-20W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,419828,0,69971,5931,1150,192,4025,4426,2013,1996,200,10,Plug and Perf,0.3,665.5,SW,1166.5
105/11-31-080-17W6/00,south_graben,OVINTIV CANADA ULC,419372,12098,81993,92951,1149,225,4211,7133,2018,1825,73,25,Plug and Perf,1.8,3192,SW,579.9
104/13-33-081-18W6/00,south_graben,ARC RESOURCES LTD.,418051,105394,175070,93685,1145,480,4038,6778,2016,1978,50,40,Plug and Perf,1.9,3835.4,SW,440
100/08-35-081-19W6/00,south_graben,CREW ENERGY INC.,417889,437,70085,15856,1142,192,3342,7901,2012,1130,161,7,Plug and Perf,0.7,807.1,SW,694.9
100/16-06-082-19W6/00,south_graben,CREW ENERGY INC.,417840,118,69758,6926,1142,191,3095,7891,2011,1150,144,8,Plug and Perf,0.9,1000,SW,451.7
103/09-14-080-18W6/00,south_graben,TOURMALINE OIL CORP.,417818,3177,72813,26286,1142,199,3920,5690,2015,1368,46,30,Limited Entry Ball and Seat,1.3,1711.9,SW,367.1
102/04-15-081-17W6/00,south_graben,ARC RESOURCES LTD.,417660,108265,177875,29611,1144,487,3585,7027,2014,1257,55,23,Plug and Perf,1.7,2160,SW,523.3
102/04-20-080-18W6/02,south_graben,SHELL CANADA LIMITED,417218,0,69536,7047,1140,190,4563,5098,2012,1987,221,9,Plug and Perf,0.6,1209.5,SW,670.4
102/04-32-080-15W6/00,south_graben,TOURMALINE OIL CORP.,416540,1247,70670,43152,1141,194,3759,4238,2017,1449,32,46,Ball and Seat ,1,1380,SW,225.5
100/16-14-080-18W6/00,south_graben,TOURMALINE OIL CORP.,415760,3480,72773,16564,1136,199,4140,4889,2015,1355,57,24,Ball and Seat ,1,1303.8,SW,372.2
103/04-15-081-21W6/00,south_graben,SHELL CANADA LIMITED,415685,0,69281,15126,1139,190,4043,3953,2014,1486,93,16,Ball and Seat ,0.6,947,SW,412.9
100/16-35-078-15W6/00,south_graben,ARC RESOURCES LTD.,415505,0,69251,1474,1138,190,4261,4073,2010,1809,165,11,Plug and Perf,0.6,1105,CO2,124.4
100/14-24-087-23W6/00,north_graben,CONOCOPHILLIPS CANADA RESOURCES CORP.,415474,121286,190532,16230,1138,522,4482,7003,2016,2358,51,46,Ball and Seat ,1.4,3203,SW,459.3
102/12-15-081-17W6/00,south_graben,ARC RESOURCES LTD.,415364,105569,174796,49221,1138,479,3852,6746,2014,1717,52,33,Plug and Perf,1.8,3120,SW,528.7
102/13-21-082-20W6/00,south_graben,CREW ENERGY INC.,414163,0,69027,10381,1135,189,3621,7620,2017,1484,55,27,Ball and Seat ,0.9,1265.5,SW,393.6
100/01-28-079-14W6/00,south_graben,ARC RESOURCES LTD.,414008,0,69001,7749,1134,189,3797,1728,2009,1766,177,10,Plug and Perf,0.6,1000,CO2,178
102/12-17-081-16W6/00,south_graben,ARC RESOURCES LTD.,412949,51910,120735,75059,1131,331,4678,8074,2018,2588,78,33,Plug and Perf,1.5,3929.5,SW,487.7
102/05-22-080-20W6/00,south_graben,SHELL CANADA LIMITED,411769,0,68628,28278,1128,188,4430,8410,2015,1556,92,17,Ball and Seat ,0.5,825.9,SW,342.2
102/10-09-080-20W6/00,south_graben,SHELL CANADA LIMITED,411695,0,68616,20924,1128,188,5002,5218,2014,2254,250,9,Plug and Perf,0.6,1333,SW,916
102/12-22-080-20W6/00,south_graben,SHELL CANADA LIMITED,410547,0,68425,28288,1125,188,4430,8131,2015,1659,92,18,Ball and Seat ,0.5,875.4,SW,355.3
100/13-22-084-24W6/02,north_graben,ARC RESOURCES LTD.,408933,126149,194305,104908,1120,532,4055,5374,2017,1943,54,36,Plug and Perf,1.9,3745.8,SW,520.8
102/03-14-081-18W6/00,south_graben,OVINTIV CANADA ULC,407446,79814,147722,63314,1113,404,4437,7370,2019,1988,60,33,Plug and Perf,2.4,4753.8,SW,499.1
102/04-22-080-20W6/00,south_graben,SHELL CANADA LIMITED,407196,0,67866,27063,1116,186,4508,6955,2015,1551,91,17,Ball and Seat ,0.5,825.8,SW,314.3
100/03-17-081-16W6/00,south_graben,ARC RESOURCES LTD.,406867,25868,93679,53212,1115,257,4300,7423,2018,1969,62,32,Plug and Perf,1.7,3304.7,SW,505.7
102/05-17-079-18W6/00,south_graben,SHELL CANADA LIMITED,405381,0,67563,9571,1111,185,4867,5498,2014,2246,250,9,Plug and Perf,0.6,1271.8,SW,793.9
107/15-33-087-23W6/00,north_graben,CONOCOPHILLIPS CANADA RESOURCES CORP.,405310,111151,178703,54552,1107,488,4120,5899,2019,2034,62,33,Plug and Perf,1.5,3059,SW,741.9
100/13-19-081-17W6/00,south_graben,ARC RESOURCES LTD.,405250,52661,120202,41731,1107,328,5298,6614,2019,3167,138,23,Plug and Perf,1.5,4661.9,SW,796.1
100/12-26-080-18W6/00,south_graben,SHELL CANADA LIMITED,405222,247,67784,5442,1110,186,4183,6019,2010,1884,236,8,Plug and Perf,0.7,1292.6,SW,654
102/13-22-082-20W6/00,south_graben,CREW ENERGY INC.,404950,188,67680,42300,1106,185,3662,8004,2016,1585,76,21,Ball and Seat ,0.6,933,SW,497.9
103/08-34-080-17W6/00,south_graben,OVINTIV CANADA ULC,404141,57386,124743,68861,1321,408,5922,6850,2020,3393,92,37,Plug and Perf,1.3,4366.8,SW,492.2
100/01-23-080-18W6/00,south_graben,TOURMALINE OIL CORP.,403731,1679,68968,13412,1103,188,3755,8018,2015,1246,59,21,Ball and Seat ,0.9,1151.2,SW,390.4
100/01-07-082-19W6/00,south_graben,CREW ENERGY INC.,403625,150,67421,5098,1106,185,3162,6451,2010,1073,215,5,Plug and Perf,0.6,600,WB,659.9
106/09-10-080-17W6/00,south_graben,OVINTIV CANADA ULC,403587,5981,73245,12340,1106,201,4781,7625,2018,2234,172,13,Plug and Perf,0.4,984,SW,305.8
100/13-22-080-18W6/00,south_graben,TOURMALINE OIL CORP.,402721,325,67446,26151,1103,185,3818,7990,2017,1289,72,18,Plug and Perf,1.2,1479,SW,713.9
100/12-15-080-16W6/00,south_graben,TOURMALINE OIL CORP.,401892,705,67687,13429,1101,185,3789,5030,2011,1447,241,6,Plug and Perf,0.6,835,SW,647.4
102/07-09-080-17W6/00,south_graben,OVINTIV CANADA ULC,401397,12288,79188,116776,1100,217,3490,7142,2018,949,86,11,Plug and Perf,1.4,1348,SW,425.7
100/07-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,400631,0,66772,2346,1098,183,3924,3235,2014,1614,85,19,Ball and Seat ,0.8,1239.4,SW,447.9
105/15-32-079-17W6/00,south_graben,OVINTIV CANADA ULC,400041,7146,73820,41437,1096,202,4677,7205,2018,1741,102,17,Plug and Perf,0.8,1410,SW,368.1
100/14-02-080-15W6/00,south_graben,ARC RESOURCES LTD.,399554,0,66592,24010,1095,182,4634,6708,2018,2186,91,24,Plug and Perf,2.3,5045.1,SW,855.6
103/07-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,399497,0,66583,2594,1095,182,3914,2914,2014,1628,86,19,Ball and Seat ,0.8,1242.7,SW,455
100/14-29-079-20W6/02,south_graben,SHELL CANADA LIMITED,397678,0,66280,4746,1090,182,4950,7606,2010,1702,340,5,Plug and Perf,0.6,976,SW,976.4
102/03-33-084-24W6/00,north_graben,ARC RESOURCES LTD.,396930,136515,202670,152288,1085,554,4316,4625,2019,2184,78,28,Plug and Perf,3,6620.3,SW,1134.9
103/12-22-080-20W6/00,south_graben,SHELL CANADA LIMITED,396213,0,66036,28284,1086,181,4573,8028,2015,1629,91,18,Ball and Seat ,0.5,841.7,SW,413.8
102/13-29-080-15W6/00,south_graben,TOURMALINE OIL CORP.,394656,1678,67454,20618,1081,185,3888,6185,2017,1428,31,46,Ball and Seat ,1,1371.1,SW,206.1
102/08-32-080-16W6/00,south_graben,ARC RESOURCES LTD.,394225,663,66367,17112,1080,182,3993,7262,2013,1631,78,21,Plug and Perf,0.8,1323,SW,285.8
102/05-05-081-15W6/00,south_graben,TOURMALINE OIL CORP.,392289,360,65742,33862,1075,180,4015,7162,2017,1460,38,38,Ball and Seat ,1,1500,SW,256.8
102/01-23-084-24W6/00,north_graben,ARC RESOURCES LTD.,391085,56586,121767,62775,1278,398,4246,4418,2020,2196,69,32,Plug and Perf,2,4374.7,SW,529.9
102/13-22-080-18W6/00,south_graben,TOURMALINE OIL CORP.,390499,376,65460,44637,1070,179,3817,5510,2017,1359,43,32,Ball and Seat ,1.3,1725,SW,365.9
100/09-21-081-17W6/00,south_graben,ARC RESOURCES LTD.,389185,76092,140956,54752,1066,386,4552,7094,2018,2418,71,34,Plug and Perf,1.7,4101.2,SW,468.9
104/04-17-081-20W6/00,south_graben,SHELL CANADA LIMITED,386318,0,64386,30595,1056,176,5120,5765,2015,2569,95,27,Limited Entry Ball and Seat,0.6,1431.4,SW,506.4
103/14-07-081-17W6/00,south_graben,OVINTIV CANADA ULC,385015,95743,159912,47093,1055,438,4135,7843,2018,1755,88,20,Plug and Perf,1.7,2943,SW,842.1
100/14-11-079-16W6/00,south_graben,ARC RESOURCES LTD.,384810,0,64135,1771,1051,175,3949,7183,2010,1525,153,10,Plug and Perf,0.7,990,CO2,122.8
103/01-07-080-15W6/00,south_graben,TOURMALINE OIL CORP.,383892,298,64280,14749,1052,176,3744,8138,2017,1371,72,19,Ball and Seat ,0.9,1160,SW,322.1
100/09-23-084-24W6/00,north_graben,ARC RESOURCES LTD.,383736,103550,167506,123840,1051,459,4355,5220,2017,1917,53,36,Plug and Perf,2,3759.6,SW,576.1
102/10-06-081-16W6/00,south_graben,ARC RESOURCES LTD.,382087,49517,113199,72193,1047,310,3875,6866,2017,1675,73,23,Plug and Perf,1.9,3180.9,SW,632.1
100/04-08-079-16W6/00,south_graben,OVINTIV CANADA ULC,381624,2042,65646,21203,1046,180,4550,3226,2012,2039,227,9,Plug and Perf,0.7,1505,SW,784.3
100/10-36-079-18W6/00,south_graben,OVINTIV CANADA ULC,381331,1636,65191,4363,1045,179,4209,5446,2010,1753,110,16,Coil Tubing Jet Cut,0.4,644.7,WB,186.6
102/13-22-084-24W6/00,north_graben,ARC RESOURCES LTD.,380614,81546,144982,128945,1043,397,4056,7099,2018,1988,54,37,Plug and Perf,1.9,3870.2,SW,526
102/11-25-082-20W6/00,south_graben,CREW ENERGY INC.,379583,122,63386,51715,1040,174,3956,6626,2017,1898,43,44,Ball and Seat ,1.8,3440,SW,339.9
103/05-17-081-20W6/00,south_graben,SHELL CANADA LIMITED,379382,0,63230,30771,1037,173,5246,5825,2015,2608,100,26,Limited Entry Ball and Seat,0.6,1500.3,SW,444.8
100/02-04-079-19W6/00,south_graben,SHELL CANADA LIMITED,378294,106,63155,1727,1036,173,4602,7958,2008,1877,235,8,Plug and Perf,0.4,746.4,CO2,122.1
100/12-15-081-17W6/00,south_graben,ARC RESOURCES LTD.,376995,96273,159105,42368,1033,436,3418,6826,2014,1353,50,27,Plug and Perf,1.2,1679,SW,504
104/15-21-080-17W6/00,south_graben,OVINTIV CANADA ULC,376705,37936,100720,111681,1032,276,4930,7246,2018,2620,105,25,Plug and Perf,1.7,4567.7,SW,821.4
102/05-32-080-16W6/00,south_graben,ARC RESOURCES LTD.,376257,0,62709,10935,1031,172,3464,8021,2013,1316,94,14,Plug and Perf,0.6,840,SW,258.7
102/04-02-081-17W6/00,south_graben,ARC RESOURCES LTD.,376013,17,62686,40839,1030,172,4202,6218,2014,2054,114,18,Plug and Perf,1,2100,SW,497.5
103/09-21-081-17W6/00,south_graben,ARC RESOURCES LTD.,373191,99624,161823,77905,1022,443,4520,6902,2018,2460,70,35,Plug and Perf,1.9,4774.1,SW,635.4
102/16-06-080-15W6/00,south_graben,TOURMALINE OIL CORP.,372058,303,62313,15984,1019,171,3955,7514,2017,1355,48,28,Ball and Seat ,1,1390,SW,336.7
102/03-29-081-17W6/00,south_graben,CREW ENERGY INC.,371563,41986,103913,31579,1018,285,4086,8057,2014,1871,48,39,Ball and Seat ,1.6,2892.3,SW,651.3
100/14-14-081-17W6/00,south_graben,ARC RESOURCES LTD.,370592,70111,131876,69509,1015,361,5587,7241,2019,3450,99,35,Plug and Perf,1.4,4808.8,SW,677.7
102/12-20-080-15W6/00,south_graben,TOURMALINE OIL CORP.,370589,5031,66796,16034,1015,183,3930,4464,2016,1433,72,20,Plug and Perf,1.2,1660.5,SW,654.8
100/04-13-080-18W6/00,south_graben,TOURMALINE OIL CORP.,370550,5647,67405,22329,1015,185,3840,6065,2010,1367,152,9,Plug and Perf,0.8,1131,SW,606.8
100/13-08-081-16W6/00,south_graben,ARC RESOURCES LTD.,370306,49701,111419,73169,1015,305,3560,6408,2016,1381,51,27,Plug and Perf,1.9,2596.8,SW,582.1
103/13-13-080-18W6/00,south_graben,TOURMALINE OIL CORP.,369536,0,61589,6439,1208,201,4030,2410,2020,1383,42,33,Ball and Seat ,0.9,1300,SW,248.9
102/07-17-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,368689,0,61448,1825,1010,168,3918,3010,2014,1604,84,19,Ball and Seat ,0.8,1244.2,SW,423.5
100/16-16-081-17W6/00,south_graben,ARC RESOURCES LTD.,366556,109286,170379,49502,1004,467,4265,6636,2014,2081,51,41,Plug and Perf,1.9,3883,SW,561.6
104/09-23-080-20W6/00,south_graben,SHELL CANADA LIMITED,366135,0,61023,15947,1003,167,4820,5477,2014,1922,101,19,Ball and Seat ,0.6,1159,SW,568.8
102/05-32-080-15W6/00,south_graben,TOURMALINE OIL CORP.,365238,1221,62094,24804,1001,170,3931,5222,2017,1402,44,32,Ball and Seat ,1,1390.2,SW,301.9
